Au(110),,Au(111),,Au(100),
E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2)
0.87068,0.09562,0.81298,6.22E-05,0.53777,-0.00361
0.86967,0.09543,0.81197,6.46E-05,0.53675,-0.00359
0.86866,0.09535,0.81098,7.08E-05,0.53577,-0.00357
0.86767,0.0953,0.80999,7.11E-05,0.53478,-0.00356
0.86666,0.09509,0.80901,3.98E-05,0.53376,-0.00355
0.86564,0.09498,0.80799,-2.30E-06,0.53276,-0.00357
0.86465,0.09489,0.80698,-3.99E-05,0.53175,-0.00356
0.86367,0.09472,0.806,-4.73E-05,0.53075,-0.00353
0.86267,0.09462,0.80498,-5.69E-05,0.52977,-0.00351
0.86166,0.09449,0.80399,-7.80E-05,0.52875,-0.0035
0.86066,0.0945,0.80298,-1.23E-04,0.52776,-0.00348
0.85966,0.09432,0.802,-1.28E-04,0.52676,-0.00349
0.85867,0.09417,0.80101,-1.56E-04,0.52577,-0.0035
0.85768,0.09407,0.79999,-2.07E-04,0.52476,-0.00346
0.85668,0.09401,0.799,-2.34E-04,0.52377,-0.00343
0.85492,0.09372,0.79798,-2.62E-04,0.52275,-0.00344
0.85316,0.09353,0.79698,-2.68E-04,0.52174,-0.00343
0.85214,0.09334,0.796,-2.84E-04,0.52077,-0.00342
0.85114,0.09308,0.79498,-3.19E-04,0.51977,-0.00338
0.85014,0.09314,0.79398,-3.61E-04,0.51877,-0.00336
0.84916,0.09306,0.79298,-3.91E-04,0.51777,-0.00338
0.84813,0.09286,0.79198,-4.11E-04,0.51677,-0.00334
0.84713,0.09276,0.791,-4.44E-04,0.51575,-0.00336
0.84614,0.09275,0.78999,-4.87E-04,0.51478,-0.00331
0.84513,0.09256,0.78902,-5.94E-04,0.51377,-0.00333
0.84415,0.09241,0.78801,-9.11E-04,0.51276,-0.0033
0.84315,0.09235,0.78696,-8.39E-04,0.51176,-0.00329
0.84217,0.09226,0.78596,-6.25E-04,0.51077,-0.00327
0.84115,0.09206,0.78499,-5.48E-04,0.50977,-0.00327
0.84014,0.09195,0.78401,-6.23E-04,0.50877,-0.00324
0.83915,0.09194,0.783,-7.32E-04,0.50777,-0.00325
0.83815,0.09164,0.78199,-8.30E-04,0.50678,-0.00321
0.83716,0.09162,0.78097,-8.67E-04,0.50577,-0.00321
0.83616,0.09153,0.77998,-8.65E-04,0.50477,-0.00319
0.83517,0.09148,0.77898,-8.66E-04,0.50376,-0.00317
0.83416,0.09131,0.778,-8.90E-04,0.50278,-0.00317
0.83315,0.09114,0.77699,-9.11E-04,0.50175,-0.00313
0.83216,0.09114,0.77602,-9.57E-04,0.50077,-0.00312
0.83114,0.09099,0.77498,-0.00104,0.49977,-0.00311
0.83015,0.09083,0.77397,-0.00109,0.49876,-0.00307
0.82914,0.09074,0.77297,-0.00111,0.49777,-0.00308
0.82816,0.09066,0.77198,-0.0011,0.49678,-0.00306
0.82714,0.09054,0.77099,-0.00114,0.49577,-0.00304
0.82613,0.09037,0.76999,-0.00115,0.49478,-0.00301
0.82515,0.09034,0.76899,-0.00118,0.49375,-0.00302
0.82415,0.09008,0.76797,-0.00121,0.49275,-0.00298
0.82315,0.09006,0.76701,-0.00123,0.49178,-0.003
0.82215,0.08993,0.76599,-0.00124,0.49076,-0.00293
0.82111,0.08989,0.76499,-0.00126,0.48976,-0.00295
0.82015,0.08977,0.76398,-0.00129,0.48877,-0.00292
0.81914,0.08956,0.76298,-0.00132,0.48777,-0.00292
0.81813,0.08959,0.76199,-0.00134,0.48677,-0.00289
0.81712,0.08944,0.76097,-0.00133,0.48578,-0.00288
0.81613,0.08929,0.76,-0.00134,0.48478,-0.00287
0.81514,0.08923,0.759,-0.00137,0.48378,-0.00285
0.81413,0.08905,0.75799,-0.00139,0.4828,-0.00282
0.81311,0.08899,0.757,-0.0014,0.4818,-0.00282
0.81214,0.08894,0.75598,-0.0014,0.48078,-0.00281
0.81113,0.08858,0.75499,-0.00139,0.47978,-0.00277
0.81014,0.08866,0.75399,-0.00139,0.47878,-0.00277
0.80913,0.0886,0.75298,-0.0014,0.47777,-0.00274
0.80813,0.08842,0.752,-0.00139,0.47679,-0.0027
0.80712,0.08837,0.75101,-0.00138,0.47579,-0.00273
0.8061,0.08822,0.74999,-0.0014,0.4748,-0.0027
0.80515,0.08809,0.74898,-0.00142,0.47377,-0.00268
0.80414,0.08807,0.74799,-0.0014,0.47277,-0.00267
0.80314,0.08788,0.747,-0.00138,0.47177,-0.00263
0.80214,0.08778,0.746,-0.00135,0.47078,-0.00266
0.80115,0.08774,0.74499,-0.00132,0.4698,-0.00262
0.80015,0.08759,0.74398,-0.00133,0.46879,-0.00257
0.79917,0.08748,0.74299,-0.00131,0.46779,-0.00261
0.79815,0.08735,0.74199,-0.0013,0.46678,-0.00255
0.79715,0.08718,0.74098,-0.00126,0.46579,-0.00255
0.79614,0.08716,0.73999,-0.00122,0.4648,-0.00254
0.79515,0.08702,0.73899,-0.00122,0.46381,-0.00251
0.79415,0.08699,0.738,-0.00121,0.46278,-0.00249
0.79312,0.08687,0.73699,-0.00122,0.4618,-0.00249
0.79214,0.08672,0.73597,-0.0012,0.4608,-0.00247
0.79115,0.08662,0.73497,-0.00113,0.45981,-0.00246
0.79015,0.08656,0.73397,-0.00107,0.45879,-0.00243
0.78915,0.08644,0.73302,-0.00106,0.45779,-0.00244
0.78815,0.08628,0.73199,-0.00105,0.45682,-0.0024
0.78714,0.08623,0.73099,-0.00104,0.4558,-0.00241
0.78614,0.08614,0.73,-9.98E-04,0.45479,-0.00238
0.78514,0.08599,0.72898,-9.51E-04,0.4538,-0.00237
0.78414,0.08589,0.728,-9.03E-04,0.45279,-0.00234
0.78315,0.08585,0.72699,-8.78E-04,0.4518,-0.00234
0.78213,0.08554,0.72599,-8.56E-04,0.45078,-0.00231
0.78116,0.08555,0.72499,-8.35E-04,0.44978,-0.00231
0.78014,0.08547,0.72398,-8.33E-04,0.4488,-0.00229
0.77914,0.08542,0.72298,-7.91E-04,0.44779,-0.00226
0.77815,0.08526,0.72196,-7.26E-04,0.44678,-0.00228
0.77715,0.08512,0.72099,-7.05E-04,0.44578,-0.00224
0.77614,0.0851,0.71998,-6.95E-04,0.4448,-0.00223
0.77514,0.08499,0.71899,-6.70E-04,0.4438,-0.00222
0.77414,0.08486,0.71799,-6.43E-04,0.4428,-0.00223
0.77315,0.08472,0.71699,-6.08E-04,0.44179,-0.00219
0.77213,0.0847,0.71598,-5.89E-04,0.4408,-0.00217
0.77114,0.08457,0.71498,-5.68E-04,0.43979,-0.00217
0.77015,0.08438,0.71399,-5.40E-04,0.43878,-0.00214
0.76914,0.08438,0.71299,-5.29E-04,0.43779,-0.00215
0.76813,0.08413,0.71198,-5.09E-04,0.43679,-0.00213
0.76715,0.0841,0.71097,-4.81E-04,0.43579,-0.00211
0.76615,0.084,0.71,-4.51E-04,0.43479,-0.00212
0.76515,0.08394,0.70898,-4.17E-04,0.43379,-0.0021
0.76414,0.08386,0.708,-4.06E-04,0.43281,-0.00208
0.76314,0.08366,0.70699,-3.92E-04,0.43181,-0.00206
0.76216,0.08364,0.70598,-3.58E-04,0.4308,-0.00206
0.76116,0.08354,0.70499,-3.15E-04,0.42978,-0.00205
0.76016,0.08339,0.704,-2.80E-04,0.42879,-0.00204
0.75914,0.0833,0.70301,-2.68E-04,0.4278,-0.00202
0.75813,0.08322,0.70199,-2.40E-04,0.42678,-0.002
0.75714,0.08315,0.70098,-2.03E-04,0.42579,-0.002
0.75616,0.08297,0.69998,-1.55E-04,0.42479,-0.00198
0.75516,0.08286,0.69897,-1.22E-04,0.4238,-0.00198
0.75417,0.08287,0.69798,-6.82E-05,0.42283,-0.00195
0.75315,0.08251,0.69699,-2.53E-05,0.42181,-0.00194
0.75214,0.08256,0.69599,-3.34E-06,0.42082,-0.00194
0.75115,0.08248,0.69497,2.54E-05,0.4198,-0.00194
0.75016,0.08244,0.694,6.77E-05,0.41882,-0.00191
0.74915,0.08228,0.69298,1.08E-04,0.41781,-0.0019
0.74814,0.08215,0.69199,1.21E-04,0.41681,-0.00191
0.74717,0.08213,0.69099,1.77E-04,0.41581,-0.0019
0.74615,0.082,0.69001,2.68E-04,0.41481,-0.00187
0.74515,0.08184,0.68901,2.89E-04,0.41383,-0.00187
0.74415,0.0818,0.688,2.85E-04,0.41282,-0.00185
0.74315,0.08173,0.68702,3.35E-04,0.41181,-0.00185
0.74216,0.08158,0.68599,3.95E-04,0.41081,-0.00185
0.74115,0.08144,0.68498,4.24E-04,0.40982,-0.00182
0.74016,0.08144,0.68401,4.42E-04,0.40884,-0.00182
0.73916,0.08118,0.683,4.95E-04,0.40782,-0.00181
0.73815,0.08112,0.68202,5.25E-04,0.40684,-0.0018
0.73716,0.08105,0.68102,5.58E-04,0.4058,-0.00179
0.73616,0.08101,0.68003,5.82E-04,0.40482,-0.00181
0.73514,0.08087,0.67901,5.95E-04,0.40383,-0.00176
0.73415,0.08074,0.678,6.55E-04,0.40282,-0.00176
0.73314,0.08071,0.67701,6.85E-04,0.40182,-0.00176
0.73214,0.0806,0.67602,7.14E-04,0.40083,-0.00175
0.73113,0.08046,0.67501,7.42E-04,0.3998,-0.00173
0.73014,0.08035,0.67401,7.58E-04,0.39882,-0.00173
0.72914,0.08033,0.67303,7.63E-04,0.39782,-0.00173
0.72818,0.08018,0.672,7.95E-04,0.39682,-0.00174
0.72716,0.08,0.671,8.11E-04,0.39582,-0.00171
0.72617,0.07996,0.66999,8.61E-04,0.39482,-0.0017
0.72515,0.0799,0.66903,9.07E-04,0.39383,-0.0017
0.72418,0.0796,0.66802,9.10E-04,0.39283,-0.00168
0.72316,0.07962,0.66702,9.11E-04,0.3918,-0.0017
0.72215,0.07954,0.66601,9.39E-04,0.39081,-0.00166
0.72116,0.07953,0.66501,9.86E-04,0.38981,-0.00166
0.72017,0.0793,0.66402,9.86E-04,0.38882,-0.00165
0.71915,0.07922,0.66302,1.00E-03,0.3878,-0.00166
0.71816,0.07923,0.66202,0.00102,0.38682,-0.00164
0.71716,0.07903,0.66102,0.00104,0.38581,-0.00163
0.71616,0.07895,0.66003,0.00107,0.3848,-0.00162
0.71516,0.07882,0.65903,0.00107,0.3838,-0.00161
0.71415,0.0788,0.65805,0.00108,0.38281,-0.00162
0.71315,0.07863,0.65703,0.0011,0.38183,-0.00161
0.71216,0.07849,0.65602,0.00113,0.38082,-0.00159
0.71115,0.07847,0.65503,0.00114,0.37981,-0.00159
0.71017,0.07839,0.65402,0.00114,0.37883,-0.0016
0.70916,0.07806,0.65303,0.00116,0.37781,-0.00127
0.70817,0.07809,0.65204,0.00117,0.37679,-0.00178
0.70717,0.07809,0.65102,0.0012,0.37581,-0.00157
0.70618,0.07794,0.65004,0.0012,0.37481,-0.00156
0.70514,0.07777,0.64905,0.00122,0.3738,-0.00156
0.70417,0.07771,0.64804,0.00124,0.37284,-0.00153
0.70318,0.07768,0.64702,0.00123,0.37181,-0.00154
0.70217,0.07749,0.64603,0.00126,0.3708,-0.00153
0.70118,0.07736,0.64503,0.00127,0.36981,-0.00153
0.70016,0.07734,0.64403,0.00128,0.36882,-0.00152
0.69917,0.07724,0.64305,0.00129,0.36781,-0.00151
0.69817,0.07706,0.64205,0.00131,0.36681,-0.00151
0.69715,0.07696,0.64104,0.00131,0.36583,-0.0015
0.69617,0.07696,0.64004,0.00131,0.36483,-0.0015
0.69517,0.0766,0.63905,0.00134,0.36382,-0.00149
0.69415,0.07658,0.63804,0.00134,0.36282,-0.00149
0.69314,0.07662,0.63702,0.00132,0.36183,-0.00148
0.69216,0.07649,0.63604,0.00134,0.36085,-0.00147
0.69116,0.07634,0.63505,0.00137,0.35983,-0.00147
0.69017,0.0762,0.63406,0.00135,0.35884,-0.00146
0.68918,0.07619,0.63303,0.00134,0.35783,-0.00146
0.68815,0.07605,0.63204,0.00139,0.35683,-0.00145
0.68716,0.07585,0.63105,0.00142,0.35581,-0.00145
0.68617,0.07585,0.63005,0.00138,0.35481,-0.00144
0.68515,0.07576,0.62906,0.00139,0.35383,-0.00144
0.68416,0.07558,0.62804,0.00141,0.35282,-0.00144
0.68316,0.07544,0.62704,0.00141,0.35182,-0.00143
0.68216,0.07543,0.62604,0.00142,0.3508,-0.00141
0.68116,0.07519,0.62506,0.00142,0.34979,-0.00142
0.68016,0.07506,0.62405,0.00142,0.34882,-0.00141
0.67916,0.07503,0.62306,0.00142,0.34783,-0.0014
0.67818,0.07502,0.62203,0.00142,0.34683,-0.0014
0.67715,0.07483,0.62103,0.00143,0.34582,-0.0014
0.67617,0.07467,0.62004,0.00145,0.34483,-0.00139
0.67516,0.07462,0.61904,0.00145,0.34383,-0.00139
0.67417,0.07456,0.61803,0.00144,0.34283,-0.00137
0.67316,0.07434,0.61704,0.00146,0.34183,-0.00138
0.67216,0.07426,0.61605,0.00144,0.34082,-0.00138
0.67117,0.07422,0.61507,0.00145,0.33983,-0.00136
0.67016,0.07407,0.61405,0.00146,0.33882,-0.00135
0.66917,0.07387,0.61306,0.00146,0.33781,-0.00136
0.66816,0.07359,0.61205,0.00146,0.33682,-0.00135
0.66717,0.07377,0.61108,0.00146,0.33583,-0.00133
0.66617,0.07356,0.61007,0.00147,0.33483,-0.00135
0.66516,0.07339,0.60908,0.00147,0.33381,-0.00134
0.66417,0.0734,0.60807,0.00147,0.33282,-0.00133
0.66316,0.07326,0.60706,0.00146,0.33182,-0.00133
0.66217,0.07307,0.60607,0.00147,0.33083,-0.00132
0.66119,0.07296,0.60509,0.00148,0.32982,-0.00132
0.66016,0.07294,0.60406,0.00147,0.32882,-0.00132
0.65915,0.07275,0.60308,0.00147,0.32781,-0.00131
0.65816,0.07259,0.60207,0.00146,0.32684,-0.00131
0.65715,0.07255,0.60107,0.00148,0.32581,-0.00131
0.65615,0.07245,0.60009,0.00147,0.32484,-0.0013
0.65517,0.07201,0.59905,0.00146,0.32383,-0.0013
0.65416,0.07208,0.59806,0.00148,0.32282,-0.00129
0.65317,0.0721,0.59707,0.00147,0.32181,-0.00129
0.65214,0.07189,0.59606,0.00145,0.32083,-0.00128
0.65116,0.0717,0.59507,0.00147,0.31983,-0.00128
0.65017,0.07166,0.59409,0.00148,0.31883,-0.00127
0.64917,0.07159,0.59309,0.00145,0.31782,-0.00127
0.64817,0.07136,0.59207,0.00147,0.31682,-0.00127
0.64717,0.0712,0.59109,0.00146,0.31582,-0.00126
0.64618,0.07117,0.59008,0.00145,0.31481,-0.00126
0.64517,0.07099,0.58906,0.00147,0.31383,-0.00126
0.64418,0.07061,0.5881,0.00147,0.31283,-0.00126
0.64315,0.07064,0.58709,0.00144,0.31182,-0.00124
0.64217,0.07065,0.5861,0.00146,0.31084,-0.00124
0.64117,0.07042,0.58509,0.00143,0.30982,-0.00124
0.64016,0.07026,0.58409,0.00145,0.30882,-0.00124
0.63917,0.0702,0.58309,0.00144,0.30784,-0.00124
0.63818,0.07007,0.58209,0.00143,0.30682,-0.00122
0.63717,0.06986,0.5811,0.00143,0.30582,-0.00124
0.63616,0.06971,0.5801,0.00145,0.30483,-0.00123
0.63518,0.06969,0.5791,0.00141,0.30383,-0.00121
0.63417,0.06949,0.57808,0.00141,0.30282,-0.00123
0.63317,0.06912,0.5771,0.00141,0.30183,-0.00122
0.63216,0.06912,0.57611,0.0014,0.30083,-0.00121
0.63118,0.06906,0.57511,0.00141,0.29983,-0.00121
0.63018,0.06886,0.57411,0.0014,0.29884,-0.0012
0.62917,0.06864,0.5731,0.0014,0.29782,-0.0012
0.62817,0.06861,0.57211,0.0014,0.29684,-0.0012
0.62715,0.06843,0.57108,0.00137,0.29582,-0.0012
0.62618,0.06817,0.5701,0.00138,0.29483,-0.00119
0.62518,0.0681,0.5691,0.0014,0.29384,-0.00119
0.62418,0.06798,0.56811,0.00137,0.29284,-0.00119
0.62317,0.06755,0.5671,0.00136,0.29182,-0.00118
0.62216,0.06749,0.56611,0.00137,0.29083,-0.00118
0.62117,0.06744,0.5651,0.00136,0.28984,-0.00118
0.62018,0.0673,0.56412,0.00135,0.28882,-0.00118
0.61916,0.06703,0.5631,0.00135,0.28783,-0.00117
0.61816,0.06686,0.56211,0.00135,0.28682,-0.00117
0.61714,0.06683,0.5611,0.00131,0.28584,-0.00117
0.61616,0.06657,0.5601,0.00134,0.28485,-0.00116
0.61517,0.06635,0.55912,0.00131,0.28384,-0.00117
0.61417,0.06609,0.55811,0.0013,0.28285,-0.00116
0.61315,0.06601,0.55712,0.00132,0.28185,-0.00116
0.61217,0.06582,0.55611,0.0013,0.28083,-0.00115
0.61117,0.0656,0.5551,0.00129,0.27984,-0.00115
0.61017,0.06554,0.55409,0.00128,0.27883,-0.00116
0.60916,0.06531,0.5531,0.00128,0.27785,-0.00116
0.60816,0.06506,0.55208,0.00127,0.27684,-0.00116
0.60715,0.06492,0.5511,0.00126,0.27582,-0.00115
0.60617,0.06478,0.5501,0.00126,0.27486,-0.00115
0.60517,0.06427,0.54912,0.00125,0.27382,-0.00114
0.60415,0.06425,0.54811,0.00124,0.27282,-0.00114
0.60316,0.06418,0.54712,0.00124,0.27185,-0.00113
0.60217,0.06398,0.54611,0.00121,0.27083,-0.00114
0.60117,0.06367,0.54511,0.0012,0.26982,-0.00113
0.60016,0.06351,0.5441,0.00121,0.26882,-0.00113
0.59916,0.06339,0.54311,0.0012,0.2678,-0.00114
0.59817,0.06286,0.54212,0.00119,0.26683,-0.00112
0.59717,0.06278,0.54111,0.00117,0.26582,-0.00113
0.59616,0.06265,0.54012,0.00118,0.26483,-0.00112
0.59516,0.06251,0.53911,0.00115,0.26385,-0.00111
0.59417,0.0622,0.53811,0.00115,0.26282,-0.00112
0.59316,0.06195,0.53714,0.00115,0.26184,-0.00111
0.59217,0.06184,0.53613,0.00114,0.26084,-0.00111
0.59116,0.06145,0.53513,0.00113,0.25983,-0.00113
0.59016,0.06116,0.53415,0.00112,0.25884,-0.0011
0.58917,0.06105,0.53313,0.00111,0.25784,-0.00111
0.58815,0.06091,0.53213,0.00109,0.25684,-0.00111
0.58718,0.06057,0.53112,0.00108,0.25583,-0.0011
0.58617,0.06028,0.53013,0.00108,0.25485,-0.00111
0.58515,0.06015,0.52911,0.00106,0.25383,-0.0011
0.58415,0.05957,0.52811,0.00107,0.25282,-0.00109
0.58316,0.05951,0.52712,0.00105,0.25184,-0.0011
0.58215,0.05925,0.52612,0.00104,0.25083,-0.0011
0.58116,0.05909,0.52511,0.00102,0.24984,-0.00109
0.58017,0.05877,0.52412,0.00103,0.24883,-0.00108
0.57916,0.05814,0.52312,0.001,0.24783,-0.00109
0.57816,0.05813,0.52213,0.001,0.24683,-0.00108
0.57716,0.05792,0.52113,9.80E-04,0.24583,-0.00108
0.57617,0.05756,0.5201,9.47E-04,0.24483,-0.00108
0.57516,0.05722,0.51913,9.67E-04,0.24383,-0.00108
0.57416,0.057,0.51813,9.52E-04,0.24283,-0.00107
0.57317,0.05644,0.51713,9.38E-04,0.24184,-0.00107
0.57218,0.05622,0.51614,9.37E-04,0.24085,-0.00106
0.57118,0.05595,0.51512,9.21E-04,0.23984,-0.00106
0.57017,0.05573,0.51412,9.01E-04,0.23884,-0.00108
0.56916,0.05528,0.51314,9.02E-04,0.23783,-0.00106
0.56817,0.05473,0.51214,8.61E-04,0.23684,-0.00106
0.56717,0.05459,0.51113,8.77E-04,0.23582,-0.00106
0.56617,0.05432,0.51015,8.71E-04,0.23484,-0.00106
0.56515,0.05385,0.50913,8.44E-04,0.23381,-0.00105
0.56416,0.05319,0.50812,8.32E-04,0.23285,-0.00104
0.56316,0.05319,0.50714,8.47E-04,0.23184,-0.00105
0.56217,0.05275,0.50612,7.84E-04,0.23083,-0.00104
0.56117,0.05233,0.50512,8.20E-04,0.22981,-0.00104
0.56018,0.05167,0.50413,7.84E-04,0.22879,-0.00104
0.55916,0.05161,0.50313,7.76E-04,0.22782,-0.00104
0.55818,0.05118,0.50214,7.65E-04,0.22683,-0.00104
0.55715,0.05072,0.50113,7.45E-04,0.22583,-0.00104
0.55615,0.05015,0.50012,7.44E-04,0.22481,-0.00104
0.55517,0.04999,0.49915,7.39E-04,0.22383,-0.00104
0.55417,0.04956,0.49813,6.98E-04,0.22282,-0.00103
0.55317,0.04918,0.49714,7.23E-04,0.22183,-0.00103
0.55217,0.04855,0.49616,6.80E-04,0.22082,-0.00103
0.55116,0.04836,0.49514,6.68E-04,0.21982,-0.00102
0.55016,0.0479,0.49414,6.64E-04,0.21881,-0.00102
0.54917,0.04765,0.49313,6.47E-04,0.21783,-0.00102
0.54818,0.04698,0.49215,6.54E-04,0.21681,-0.00102
0.54718,0.04678,0.49115,6.19E-04,0.21581,-0.00103
0.54615,0.04642,0.49012,6.13E-04,0.2148,-0.00102
0.54515,0.04613,0.48914,6.07E-04,0.21381,-0.00102
0.54416,0.04576,0.48815,5.77E-04,0.21283,-0.00101
0.54318,0.04512,0.48713,5.82E-04,0.21182,-0.00102
0.54215,0.04498,0.48614,5.69E-04,0.21082,-0.00102
0.54115,0.04479,0.48514,5.46E-04,0.20983,-0.00101
0.54017,0.04438,0.48415,5.32E-04,0.20884,-0.00101
0.53916,0.0437,0.48314,5.28E-04,0.20782,-0.00101
0.53818,0.04377,0.48214,4.90E-04,0.20682,-0.001
0.53716,0.0435,0.48113,5.04E-04,0.20584,-0.00101
0.53616,0.04318,0.48014,4.90E-04,0.20482,-0.001
0.53516,0.04289,0.47914,4.58E-04,0.20384,-0.001
0.53418,0.04275,0.47812,4.66E-04,0.20284,-9.98E-04
0.53316,0.04213,0.47715,4.47E-04,0.20182,-0.001
0.53217,0.04208,0.47613,4.32E-04,0.20084,-9.97E-04
0.53117,0.04194,0.47515,4.29E-04,0.19984,-9.97E-04
0.53016,0.04178,0.47413,4.02E-04,0.19883,-9.99E-04
0.52917,0.0415,0.47313,3.89E-04,0.19784,-9.93E-04
0.52817,0.0413,0.47213,3.92E-04,0.19682,-9.99E-04
0.52718,0.0412,0.47113,3.66E-04,0.19583,-9.94E-04
0.52617,0.04063,0.47012,3.61E-04,0.19483,-9.89E-04
0.52517,0.04069,0.46912,3.46E-04,0.19383,-9.97E-04
0.52415,0.04051,0.46812,3.18E-04,0.19284,-9.85E-04
0.52317,0.04045,0.46711,3.22E-04,0.19184,-9.77E-04
0.52216,0.04022,0.46612,3.05E-04,0.19083,-9.89E-04
0.52115,0.04001,0.46509,2.90E-04,0.18983,-9.91E-04
0.52016,0.03993,0.46412,2.91E-04,0.18883,-9.84E-04
0.51916,0.03977,0.46314,2.60E-04,0.18785,-9.78E-04
0.51816,0.0394,0.46212,2.50E-04,0.18684,-9.78E-04
0.51716,0.03921,0.46112,2.57E-04,0.18583,-9.86E-04
0.51615,0.03927,0.46011,2.22E-04,0.18484,-9.76E-04
0.51517,0.03909,0.45913,2.17E-04,0.18383,-9.68E-04
0.51417,0.0388,0.45812,2.03E-04,0.18282,-9.74E-04
0.51314,0.03872,0.45713,1.95E-04,0.18184,-9.70E-04
0.51217,0.03867,0.45614,1.85E-04,0.18082,-9.78E-04
0.51117,0.03837,0.45512,1.67E-04,0.17983,-9.72E-04
0.51016,0.0382,0.45413,1.50E-04,0.17882,-9.67E-04
0.50916,0.0381,0.45312,1.44E-04,0.17783,-9.65E-04
0.50817,0.03761,0.45215,1.33E-04,0.17682,-9.68E-04
0.50718,0.03757,0.45114,1.18E-04,0.17583,-9.62E-04
0.50617,0.03747,0.45014,1.07E-04,0.17482,-9.63E-04
0.50516,0.03738,0.44913,9.08E-05,0.17383,-9.68E-04
0.50418,0.03709,0.44811,7.75E-05,0.17283,-9.62E-04
0.50316,0.03696,0.44712,7.85E-05,0.17183,-9.59E-04
0.50216,0.03668,0.44543,5.72E-05,0.17081,-9.60E-04
0.50118,0.03659,0.44365,2.59E-05,0.16982,-9.60E-04
0.50018,0.03605,0.44261,3.67E-06,0.16884,-9.55E-04
0.49917,0.03598,0.44164,2.01E-05,0.16784,-9.60E-04
0.49818,0.03593,0.44062,-2.11E-05,0.16684,-9.50E-04
0.49716,0.03574,0.43965,-1.18E-05,0.16584,-9.56E-04
0.49619,0.03543,0.43864,-3.14E-05,0.16482,-9.49E-04
0.49519,0.03529,0.43765,-3.63E-05,0.16384,-9.52E-04
0.4942,0.03507,0.43664,-6.35E-05,0.16283,-9.50E-04
0.49319,0.03451,0.43563,-5.87E-05,0.16185,-9.50E-04
0.49217,0.03458,0.43464,-8.17E-05,0.16083,-9.50E-04
0.49118,0.03435,0.43363,-8.48E-05,0.15985,-9.43E-04
0.49018,0.03415,0.43266,-9.23E-05,0.15884,-9.48E-04
0.48919,0.03391,0.43163,-1.21E-04,0.15784,-9.52E-04
0.48819,0.03368,0.43063,-1.08E-04,0.15684,-9.44E-04
0.48716,0.03347,0.42964,-1.46E-04,0.15584,-9.52E-04
0.48618,0.03285,0.42865,-1.29E-04,0.15484,-9.43E-04
0.48518,0.03294,0.42757,-1.70E-04,0.15386,-9.43E-04
0.48419,0.03275,0.42653,-1.45E-04,0.15284,-9.46E-04
0.48318,0.03246,0.42554,-1.89E-04,0.15183,-9.45E-04
0.48217,0.0322,0.42453,-1.78E-04,0.15083,-9.42E-04
0.48118,0.03201,0.42354,-2.04E-04,0.14986,-9.36E-04
0.48018,0.03145,0.42251,-2.10E-04,0.14885,-9.46E-04
0.47914,0.03138,0.42154,-2.20E-04,0.14786,-9.34E-04
0.47817,0.03122,0.42054,-2.29E-04,0.14683,-9.51E-04
0.47716,0.03099,0.41954,-2.36E-04,0.14584,-9.37E-04
0.47615,0.03074,0.41853,-2.51E-04,0.14483,-9.38E-04
0.47519,0.03047,0.41753,-2.71E-04,0.14384,-9.27E-04
0.47415,0.02989,0.41651,-2.57E-04,0.14285,-9.40E-04
0.47314,0.02994,0.41553,-2.81E-04,0.14182,-9.31E-04
0.47215,0.02968,0.41451,-2.94E-04,0.14083,-9.30E-04
0.47117,0.0294,0.41354,-2.85E-04,0.13985,-9.34E-04
0.47015,0.02922,0.41254,-3.17E-04,0.13882,-9.31E-04
0.46917,0.02893,0.41154,-3.04E-04,0.13783,-9.25E-04
0.46815,0.02835,0.41053,-3.38E-04,0.13684,-9.36E-04
0.46717,0.02831,0.40953,-3.23E-04,0.13582,-9.33E-04
0.46614,0.02812,0.40853,-3.54E-04,0.13484,-9.27E-04
0.46516,0.02786,0.40754,-3.42E-04,0.13384,-9.24E-04
0.46416,0.02756,0.40655,-3.71E-04,0.13284,-9.29E-04
0.46317,0.02736,0.40553,-3.61E-04,0.13183,-9.23E-04
0.46217,0.02686,0.40454,-3.69E-04,0.13084,-9.29E-04
0.46116,0.02667,0.40353,-3.99E-04,0.12984,-9.21E-04
0.46014,0.02649,0.40253,-3.83E-04,0.12884,-9.16E-04
0.45916,0.02627,0.40152,-4.10E-04,0.12784,-9.22E-04
0.45816,0.02598,0.40054,-4.03E-04,0.12684,-9.18E-04
0.45716,0.02568,0.39954,-4.20E-04,0.12583,-9.17E-04
0.45616,0.02517,0.39852,-4.28E-04,0.12484,-9.18E-04
0.45516,0.02513,0.39753,-4.07E-04,0.12384,-9.19E-04
0.45417,0.02489,0.39652,-4.63E-04,0.12282,-9.19E-04
0.45316,0.02461,0.39553,-4.35E-04,0.12182,-9.25E-04
0.45216,0.0244,0.39453,-4.61E-04,0.12083,-9.13E-04
0.45117,0.02412,0.39353,-4.61E-04,0.11984,-9.09E-04
0.45016,0.02349,0.39253,-4.85E-04,0.11884,-9.13E-04
0.44919,0.02351,0.39152,-4.73E-04,0.11783,-9.16E-04
0.44819,0.02331,0.39055,-4.79E-04,0.11684,-9.18E-04
0.44717,0.02299,0.38952,-5.01E-04,0.11583,-9.05E-04
0.44616,0.02273,0.38852,-6.25E-04,0.11484,-9.13E-04
