Au(110),,Au(111),,Au(100),
E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2)
0.1139,6.72E-04,0.16816,5.48E-04,0.2632,0.00138
0.11491,6.97E-04,0.16918,5.62E-04,0.2642,0.00137
0.1159,7.29E-04,0.17017,5.57E-04,0.2652,0.00139
0.11691,7.14E-04,0.17118,5.67E-04,0.2662,0.00137
0.11788,7.41E-04,0.17216,5.47E-04,0.2672,0.0014
0.11889,7.76E-04,0.17317,5.77E-04,0.26819,0.00138
0.11991,7.62E-04,0.17417,5.57E-04,0.26921,0.00138
0.1209,7.78E-04,0.17516,5.72E-04,0.27019,0.00139
0.12191,8.25E-04,0.17618,5.63E-04,0.2712,0.00139
0.12293,8.19E-04,0.17717,5.73E-04,0.2722,0.00139
0.1239,8.33E-04,0.17817,5.71E-04,0.27319,0.00138
0.12492,8.45E-04,0.17919,5.70E-04,0.2742,0.0014
0.12591,8.83E-04,0.18016,5.69E-04,0.27519,0.00139
0.12689,8.74E-04,0.18118,5.79E-04,0.27618,0.00142
0.1279,9.00E-04,0.1822,5.75E-04,0.27721,0.0014
0.1289,9.32E-04,0.18318,5.85E-04,0.2782,0.00139
0.12988,9.60E-04,0.18418,5.73E-04,0.27917,0.00142
0.13091,9.77E-04,0.18518,5.90E-04,0.2802,0.0014
0.13192,9.51E-04,0.18617,5.78E-04,0.28118,0.00142
0.13291,0.00101,0.18715,5.95E-04,0.28221,0.0014
0.13391,0.00101,0.18818,5.81E-04,0.28316,0.00142
0.13491,0.00103,0.18918,5.95E-04,0.28423,0.00154
0.1359,0.00106,0.19017,5.87E-04,0.28518,0.00132
0.13692,0.00109,0.19117,5.91E-04,0.28619,0.0015
0.13792,0.0011,0.19216,5.91E-04,0.28721,0.00137
0.1389,0.0011,0.19316,5.94E-04,0.28818,0.00145
0.13992,0.00114,0.19417,6.06E-04,0.2892,0.00141
0.14093,0.00117,0.19517,5.92E-04,0.29019,0.00142
0.14192,0.00117,0.19617,6.02E-04,0.29118,0.00144
0.14291,0.0012,0.19717,5.97E-04,0.29219,0.00142
0.14394,0.00125,0.19818,6.04E-04,0.29318,0.00145
0.14494,0.00126,0.19919,5.96E-04,0.29421,0.00144
0.14593,0.00129,0.20017,6.12E-04,0.29519,0.00144
0.14692,0.0013,0.20116,6.04E-04,0.29619,0.00144
0.1479,0.00133,0.20215,6.13E-04,0.29717,0.00144
0.14892,0.00157,0.20318,6.11E-04,0.29819,0.00146
0.14997,0.00133,0.20415,6.12E-04,0.29918,0.00144
0.1509,0.00135,0.20518,6.14E-04,0.30019,0.00146
0.15194,0.00154,0.20616,6.24E-04,0.3012,0.00144
0.15294,0.00145,0.20718,6.17E-04,0.30219,0.00147
0.15392,0.00149,0.20818,6.25E-04,0.3032,0.00144
0.15492,0.00157,0.20915,6.17E-04,0.30419,0.00146
0.15593,0.00158,0.21017,6.29E-04,0.3052,0.00146
0.1569,0.00157,0.21116,6.22E-04,0.30619,0.00146
0.1579,0.00164,0.21215,6.27E-04,0.30719,0.00146
0.15893,0.0017,0.21316,6.31E-04,0.3082,0.00147
0.15993,0.00168,0.21418,6.38E-04,0.30921,0.00147
0.1609,0.00173,0.21518,6.28E-04,0.31022,0.00145
0.16193,0.00179,0.21618,6.49E-04,0.31119,0.00147
0.16293,0.00184,0.21718,6.24E-04,0.31221,0.00147
0.16394,0.00182,0.2182,6.44E-04,0.31318,0.00146
0.16493,0.00189,0.21917,6.37E-04,0.31422,0.00148
0.16591,0.00196,0.2202,6.51E-04,0.3152,0.00147
0.16692,0.00199,0.22117,6.39E-04,0.3162,0.00148
0.16865,0.00197,0.22215,6.49E-04,0.31721,0.00148
0.17044,0.00215,0.22318,6.47E-04,0.3182,0.00148
0.17143,0.00218,0.2242,6.57E-04,0.31919,0.0015
0.17243,0.00224,0.22516,6.48E-04,0.32021,0.00148
0.17341,0.00229,0.22617,6.77E-04,0.32121,0.0015
0.17443,0.00233,0.22716,6.38E-04,0.32219,0.00148
0.17543,0.00239,0.22816,6.73E-04,0.32321,0.00151
0.17643,0.00245,0.22919,6.61E-04,0.32421,0.00149
0.17743,0.0025,0.23018,6.59E-04,0.32519,0.00151
0.17842,0.00252,0.23117,6.69E-04,0.32619,0.00149
0.17942,0.00259,0.23216,6.76E-04,0.3272,0.00151
0.18042,0.00281,0.23317,6.69E-04,0.32822,0.00153
0.18142,0.00272,0.23418,6.79E-04,0.32921,0.0015
0.18243,0.00278,0.23517,6.82E-04,0.33019,0.00154
0.18341,0.00287,0.23616,6.72E-04,0.33119,0.00151
0.18442,0.00292,0.23719,7.00E-04,0.3322,0.00154
0.18543,0.00297,0.23816,6.74E-04,0.3332,0.00152
0.1864,0.00305,0.23919,7.11E-04,0.33418,0.00154
0.18742,0.00314,0.24016,6.78E-04,0.33521,0.00154
0.18842,0.00318,0.24117,7.12E-04,0.33621,0.00154
0.1894,0.00325,0.24218,6.88E-04,0.33719,0.00155
0.19043,0.00333,0.24316,7.11E-04,0.33821,0.00155
0.19142,0.00343,0.24419,7.02E-04,0.3392,0.00156
0.1924,0.00348,0.24518,7.15E-04,0.34021,0.00156
0.19341,0.00357,0.24619,7.17E-04,0.34119,0.00157
0.19443,0.00366,0.24718,7.22E-04,0.34222,0.00157
0.19543,0.00374,0.2482,7.19E-04,0.34321,0.00157
0.19642,0.00381,0.24919,7.18E-04,0.3442,0.00158
0.19743,0.0039,0.2502,7.33E-04,0.34519,0.00159
0.19843,0.00401,0.25117,7.27E-04,0.3462,0.00159
0.19943,0.00409,0.25219,7.31E-04,0.3472,0.00159
0.20044,0.00436,0.25318,7.32E-04,0.34821,0.00161
0.20141,0.0043,0.25417,7.46E-04,0.34921,0.0016
0.20242,0.00441,0.25517,7.47E-04,0.35018,0.00161
0.20342,0.00448,0.25618,7.52E-04,0.35119,0.00162
0.20443,0.0046,0.25717,7.58E-04,0.35219,0.00161
0.20541,0.00472,0.25818,7.60E-04,0.35321,0.00164
0.20641,0.00481,0.25917,7.66E-04,0.35421,0.00163
0.20742,0.00493,0.26017,7.71E-04,0.35519,0.00163
0.20841,0.00505,0.26118,7.77E-04,0.35619,0.00164
0.20943,0.00517,0.26217,7.81E-04,0.3572,0.00165
0.21039,0.00528,0.26317,7.85E-04,0.35821,0.00166
0.21141,0.0054,0.26418,7.95E-04,0.35919,0.00165
0.2124,0.00569,0.26518,8.01E-04,0.3602,0.00168
0.21342,0.00568,0.26617,7.94E-04,0.36118,0.00166
0.21443,0.00581,0.26719,8.10E-04,0.3622,0.00168
0.21543,0.00594,0.26818,8.02E-04,0.36321,0.00169
0.21642,0.00611,0.26918,8.21E-04,0.3642,0.0017
0.21743,0.00623,0.27016,8.17E-04,0.36518,0.00168
0.21842,0.00637,0.27118,8.29E-04,0.36619,0.00171
0.21941,0.00655,0.2722,8.33E-04,0.36718,0.00169
0.22042,0.00668,0.27318,8.32E-04,0.36818,0.00172
0.22141,0.00683,0.27419,8.52E-04,0.36918,0.00173
0.22243,0.00698,0.27516,8.49E-04,0.37017,0.00173
0.22343,0.00739,0.27618,8.60E-04,0.37117,0.00175
0.22441,0.00731,0.27718,8.71E-04,0.37219,0.00175
0.22539,0.00751,0.2782,8.76E-04,0.37319,0.00177
0.22642,0.00769,0.27918,8.79E-04,0.37418,0.00176
0.22742,0.00788,0.28017,8.89E-04,0.37518,0.00177
0.22841,0.00804,0.28119,8.98E-04,0.37617,0.00179
0.2294,0.00824,0.28218,8.98E-04,0.37718,0.00178
0.23041,0.00842,0.2832,9.13E-04,0.37817,0.0018
0.23141,0.00863,0.28418,9.25E-04,0.37997,0.00202
0.23242,0.00898,0.28518,9.23E-04,0.38169,0.00183
0.23343,0.00904,0.28617,9.39E-04,0.38268,0.00187
0.23441,0.00927,0.28719,9.50E-04,0.38369,0.00186
0.23541,0.00945,0.2882,9.42E-04,0.38468,0.00189
0.23642,0.00964,0.28917,9.91E-04,0.38566,0.00189
0.23742,0.0099,0.29023,0.00105,0.38669,0.00191
0.23842,0.01013,0.29116,9.18E-04,0.38768,0.00193
0.23943,0.01055,0.2922,0.00105,0.38868,0.00193
0.2404,0.01059,0.29318,9.65E-04,0.38969,0.00195
0.24141,0.01086,0.29419,0.00105,0.39069,0.00195
0.24245,0.01108,0.29518,0.001,0.39169,0.00198
0.24341,0.01133,0.2962,0.00105,0.39271,0.00198
0.24444,0.01157,0.2972,0.00104,0.3937,0.00199
0.24545,0.01203,0.29821,0.00106,0.3947,0.002
0.24643,0.01209,0.29919,0.00107,0.39569,0.00202
0.24743,0.01236,0.30021,0.00109,0.39671,0.00204
0.24845,0.01267,0.3012,0.00108,0.39771,0.00204
0.24943,0.01292,0.30221,0.00112,0.39871,0.00206
0.25043,0.0132,0.30319,0.0011,0.3997,0.00208
0.25144,0.01371,0.30419,0.00114,0.40071,0.00208
0.25243,0.0138,0.30518,0.00114,0.40169,0.0021
0.25343,0.01409,0.30618,0.00116,0.4027,0.00211
0.25443,0.01439,0.30719,0.00117,0.40369,0.00213
0.25543,0.0147,0.30817,0.00118,0.40471,0.00217
0.25644,0.01526,0.30917,0.0012,0.40568,0.00217
0.25743,0.01535,0.31019,0.00122,0.4067,0.00219
0.25843,0.01567,0.31119,0.00123,0.40769,0.00221
0.25943,0.01603,0.31221,0.00124,0.4087,0.00223
0.26042,0.01633,0.3132,0.00126,0.40969,0.00225
0.26143,0.01688,0.31419,0.00128,0.41069,0.00226
0.26241,0.01706,0.31521,0.00129,0.41171,0.00228
0.26342,0.01745,0.3162,0.00132,0.4127,0.00231
0.26443,0.01774,0.3172,0.00132,0.4137,0.00231
0.26545,0.01822,0.31819,0.00134,0.4147,0.00234
0.26644,0.01851,0.31921,0.00136,0.41569,0.00236
0.26744,0.01889,0.32022,0.00138,0.4167,0.00238
0.26843,0.0192,0.3212,0.00139,0.4177,0.00239
0.27016,0.01979,0.32222,0.00142,0.41869,0.00243
0.27193,0.02061,0.32321,0.00143,0.41968,0.00245
0.27292,0.02099,0.32423,0.00145,0.42071,0.00247
0.27391,0.02161,0.32521,0.00146,0.4217,0.00249
0.27492,0.02191,0.32622,0.0015,0.42268,0.00251
0.27592,0.02226,0.32722,0.00151,0.4237,0.00255
0.27691,0.02271,0.3282,0.00154,0.42469,0.00256
0.2779,0.02334,0.32923,0.00156,0.42568,0.00258
0.27892,0.02359,0.3302,0.00158,0.42669,0.0026
0.27992,0.02402,0.33122,0.00162,0.4277,0.00264
0.28093,0.02452,0.33221,0.00161,0.42869,0.00264
0.28192,0.02506,0.33322,0.00166,0.42967,0.00268
0.28291,0.02541,0.33422,0.00167,0.43071,0.0027
0.28391,0.02584,0.33522,0.00171,0.4317,0.00273
0.28492,0.02655,0.33622,0.00173,0.43269,0.00275
0.28591,0.02684,0.33721,0.00176,0.43369,0.00279
0.2869,0.02728,0.3382,0.00178,0.4347,0.00281
0.2879,0.02793,0.33922,0.00181,0.43569,0.00284
0.28891,0.02839,0.34096,0.0018,0.43668,0.00288
0.28991,0.02879,0.34269,0.0019,0.43771,0.00291
0.29093,0.02941,0.34369,0.00194,0.4387,0.00294
0.29192,0.02993,0.3447,0.00199,0.43969,0.00296
0.29291,0.03035,0.34571,0.00203,0.4407,0.00301
0.29391,0.03084,0.34672,0.00204,0.4417,0.0032
0.29492,0.0316,0.34772,0.00208,0.4427,0.00305
0.29592,0.03201,0.3487,0.00211,0.44369,0.00312
0.2969,0.03263,0.3497,0.00214,0.44469,0.00315
0.29791,0.03309,0.35071,0.00218,0.44569,0.00319
0.29891,0.03366,0.35171,0.00221,0.4467,0.00323
0.29992,0.03439,0.3527,0.00225,0.44768,0.00327
0.3009,0.03477,0.3537,0.00227,0.44868,0.00333
0.30189,0.03534,0.3547,0.00233,0.44968,0.00334
0.30289,0.03618,0.3557,0.00236,0.45068,0.00338
0.3039,0.03655,0.35671,0.0024,0.45169,0.00344
0.30489,0.0371,0.3577,0.00244,0.45268,0.00347
0.3059,0.03796,0.35868,0.00248,0.45369,0.00352
0.3069,0.03838,0.3597,0.00253,0.45467,0.00357
0.30789,0.03909,0.3607,0.00256,0.45569,0.00361
0.3089,0.03962,0.36169,0.00261,0.45669,0.00366
0.30988,0.04026,0.36268,0.00265,0.45769,0.0037
0.31088,0.04109,0.36369,0.00269,0.45867,0.00375
0.31189,0.04149,0.36472,0.00275,0.45968,0.00379
0.3129,0.04235,0.36572,0.0028,0.4607,0.00383
0.31392,0.04289,0.36672,0.00284,0.46167,0.00389
0.3149,0.04346,0.36772,0.00289,0.4627,0.00397
0.3159,0.04432,0.3687,0.00294,0.4637,0.00397
0.31689,0.04491,0.36971,0.00299,0.46467,0.00405
0.31792,0.04575,0.37071,0.00304,0.46566,0.00409
0.31889,0.04623,0.3717,0.00309,0.46668,0.00415
0.31989,0.04707,0.37273,0.00316,0.46769,0.00438
0.32091,0.04773,0.37372,0.0032,0.46868,0.00423
0.32191,0.04835,0.37473,0.00332,0.46969,0.00434
0.32291,0.04922,0.37573,0.00332,0.47069,0.00437
0.32392,0.04992,0.37671,0.00337,0.4717,0.00444
0.32492,0.0507,0.3777,0.00343,0.47267,0.00452
0.32591,0.05129,0.37871,0.0035,0.4737,0.00456
0.3269,0.05227,0.37971,0.00355,0.4747,0.00461
0.32792,0.05289,0.3807,0.00361,0.47569,0.00469
0.32892,0.05385,0.38168,0.00368,0.47669,0.00475
0.32989,0.05436,0.38269,0.00374,0.4777,0.00481
0.33092,0.05541,0.3837,0.0038,0.47869,0.00488
0.3319,0.05605,0.3847,0.00386,0.47968,0.00495
0.3329,0.05696,0.38568,0.00394,0.48068,0.00502
0.3339,0.05756,0.3867,0.00401,0.48168,0.0051
0.33492,0.05867,0.38769,0.00407,0.48269,0.00514
0.33591,0.05928,0.38869,0.00415,0.48368,0.00523
0.33693,0.06025,0.38969,0.00421,0.48469,0.0053
0.33793,0.06092,0.39069,0.00429,0.48567,0.00536
0.33892,0.06204,0.3917,0.00436,0.48669,0.00547
0.33993,0.06264,0.3927,0.00443,0.48769,0.00572
0.34091,0.06369,0.39371,0.00463,0.48866,0.0056
0.34192,0.06463,0.39469,0.00457,0.48967,0.00569
0.34294,0.0654,0.3957,0.00468,0.49067,0.00577
0.34392,0.06628,0.39669,0.00475,0.49167,0.00585
0.34492,0.06707,0.39771,0.00484,0.49266,0.00593
0.34591,0.06827,0.39871,0.00491,0.49367,0.00601
0.3469,0.0689,0.39971,0.00499,0.49469,0.00612
0.34791,0.07002,0.4007,0.00509,0.49569,0.00618
0.3489,0.07082,0.40169,0.00517,0.49668,0.00628
0.34989,0.0719,0.4027,0.00525,0.49767,0.00636
0.35092,0.07289,0.40371,0.00535,0.49868,0.00645
0.35194,0.0736,0.40471,0.00543,0.4997,0.00654
0.35291,0.07494,0.4057,0.00552,0.50069,0.00662
0.35389,0.07568,0.4067,0.00561,0.50167,0.00673
0.35491,0.0767,0.40769,0.0057,0.50269,0.00704
0.35592,0.0778,0.40869,0.00586,0.50367,0.00689
0.35691,0.07884,0.40969,0.00588,0.50468,0.00702
0.35791,0.07985,0.41069,0.006,0.50569,0.00712
0.35892,0.08083,0.41171,0.0061,0.50668,0.00725
0.3599,0.08196,0.4127,0.00619,0.5077,0.00733
0.36091,0.08301,0.41368,0.00629,0.50869,0.00742
0.36193,0.08412,0.4147,0.00639,0.5097,0.00752
0.36289,0.08501,0.41568,0.00649,0.51068,0.00765
0.36391,0.0864,0.41668,0.0066,0.51168,0.00773
0.36491,0.08745,0.4177,0.0067,0.51268,0.00785
0.36591,0.0883,0.41869,0.00681,0.51369,0.00797
0.36692,0.08966,0.41969,0.00691,0.51466,0.00814
0.36791,0.09084,0.42068,0.00702,0.51569,0.00822
0.36892,0.09191,0.4217,0.00713,0.51667,0.00831
0.3699,0.09286,0.42271,0.00732,0.51768,0.00845
0.37091,0.09431,0.42368,0.00736,0.51868,0.00853
0.37191,0.09546,0.4247,0.00747,0.51967,0.00865
0.37291,0.09636,0.42567,0.00758,0.52067,0.00878
0.3739,0.09775,0.42669,0.00771,0.52166,0.00891
0.37491,0.0991,0.42769,0.00782,0.52267,0.009
0.37589,0.10021,0.4287,0.00794,0.52367,0.00916
0.37689,0.10131,0.4297,0.00805,0.52466,0.00926
0.37789,0.10262,0.4307,0.00818,0.52566,0.00954
0.37891,0.10404,0.43169,0.00829,0.52666,0.00954
0.37991,0.10515,0.4327,0.00842,0.52768,0.00968
0.38091,0.10648,0.4337,0.00866,0.52867,0.00979
0.3819,0.10788,0.4347,0.00865,0.52968,0.00994
0.38291,0.10894,0.4357,0.0088,0.53066,0.01005
0.38391,0.11034,0.4367,0.00892,0.53165,0.01019
0.38488,0.11184,0.43771,0.00904,0.53266,0.01033
0.38591,0.11325,0.43871,0.00917,0.53368,0.01045
0.3869,0.11444,0.43969,0.00931,0.53466,0.01059
0.3879,0.11561,0.4407,0.00944,0.53567,0.01095
0.3889,0.11738,0.44169,0.00956,0.53666,0.01087
0.3899,0.11852,0.44269,0.0097,0.53767,0.01105
0.39092,0.11993,0.44371,0.00982,0.53866,0.01119
0.39192,0.12149,0.44469,0.01005,0.53969,0.01133
0.39291,0.12299,0.44571,0.01011,0.54068,0.01148
0.3939,0.12433,0.44668,0.01024,0.54166,0.01159
0.3949,0.12557,0.4477,0.01038,0.54266,0.01175
0.39592,0.12732,0.4487,0.01053,0.54368,0.01191
0.39691,0.12879,0.4497,0.01066,0.54466,0.01218
0.39789,0.12996,0.4507,0.01079,0.5457,0.01223
0.39889,0.13157,0.4517,0.01094,0.54667,0.01236
0.39989,0.13342,0.45269,0.01108,0.54767,0.01253
0.40089,0.13463,0.45369,0.01135,0.54869,0.01267
0.40192,0.13618,0.45469,0.01136,0.54968,0.01282
0.40291,0.13802,0.45569,0.0115,0.55068,0.01296
0.40391,0.13948,0.4567,0.01167,0.55169,0.01313
0.40492,0.1409,0.4577,0.01181,0.55269,0.01328
0.40589,0.14254,0.45869,0.01195,0.55371,0.01367
0.40691,0.14435,0.45969,0.0121,0.55467,0.01358
0.40789,0.14585,0.46066,0.01225,0.55569,0.01376
0.4089,0.1474,0.46168,0.0124,0.55669,0.0139
0.40989,0.14909,0.46268,0.01254,0.55771,0.01408
0.41088,0.15096,0.46368,0.01278,0.5587,0.01421
0.41188,0.15227,0.46468,0.01287,0.55968,0.01436
0.4129,0.1541,0.46569,0.013,0.56068,0.01452
0.4139,0.15618,0.46667,0.01316,0.56167,0.01472
0.4149,0.15756,0.46769,0.01331,0.5627,0.01494
0.4159,0.15937,0.46867,0.01347,0.56368,0.015
0.4169,0.16099,0.4697,0.0136,0.56469,0.01515
0.4179,0.1631,0.47068,0.01378,0.56568,0.01531
0.41891,0.1647,0.47169,0.01391,0.56668,0.01547
0.41991,0.16615,0.4727,0.01417,0.56771,0.0156
0.42089,0.16849,0.4737,0.01425,0.56868,0.01573
0.42189,0.17003,0.47468,0.01441,0.56967,0.01588
0.4229,0.17187,0.47569,0.01456,0.57071,0.01633
0.42392,0.17364,0.47669,0.0147,0.57168,0.01618
0.4249,0.17571,0.47769,0.01486,0.57269,0.01635
0.42591,0.1776,0.47868,0.01503,0.57367,0.0165
0.4269,0.17904,0.47969,0.01517,0.57469,0.01663
0.42792,0.18154,0.48069,0.01545,0.57568,0.01676
0.42888,0.18327,0.48171,0.01549,0.57671,0.01689
0.4299,0.18503,0.4827,0.01567,0.5777,0.01706
0.43089,0.18681,0.48368,0.01584,0.57868,0.01715
0.43191,0.18935,0.48471,0.01597,0.57968,0.01729
0.43291,0.19095,0.4857,0.01615,0.58069,0.01769
0.4339,0.19274,0.48671,0.01631,0.58168,0.01756
0.4349,0.19505,0.48772,0.01647,0.5827,0.01768
0.43592,0.19717,0.48872,0.01662,0.58368,0.01779
0.43691,0.19892,0.48972,0.01689,0.58471,0.01793
0.43864,0.20223,0.49072,0.01696,0.58569,0.01804
0.4404,0.20659,0.4917,0.01713,0.58668,0.0181
0.44138,0.20791,0.49272,0.01728,0.58842,0.01828
0.4424,0.21074,0.49369,0.01745,0.59018,0.01849
0.44338,0.21274,0.4947,0.0176,0.59115,0.0186
0.44438,0.2145,0.49572,0.01776,0.59217,0.0187
0.44539,0.21652,0.49672,0.01792,0.59317,0.01902
0.44635,0.21932,0.49844,0.01818,0.59417,0.0189
0.44736,0.22113,0.50018,0.01852,0.59517,0.01898
0.44837,0.22304,0.50119,0.01867,0.59617,0.01911
0.44938,0.22581,0.50218,0.01883,0.59718,0.01915
0.45036,0.22817,0.50317,0.01899,0.59816,0.01921
0.45135,0.23007,0.50417,0.01916,0.59917,0.01931
0.45236,0.23213,0.50518,0.01931,0.60018,0.01939
0.45336,0.235,0.50617,0.01946,0.60116,0.01941
0.45438,0.23732,0.50717,0.01968,0.60217,0.01948
0.45538,0.23907,0.50818,0.01982,0.60317,0.01954
0.45637,0.24163,0.50917,0.01998,0.60418,0.0196
0.45737,0.24438,0.51017,0.02012,0.60516,0.01963
0.45838,0.2464,0.51116,0.02028,0.60617,0.01967
0.45939,0.24835,0.51216,0.02045,0.60716,0.01971
0.46038,0.25138,0.51317,0.02061,0.60815,0.01975
0.46138,0.25384,0.51417,0.02076,0.60915,0.01978
0.46239,0.25592,0.51517,0.02092,0.61017,0.01978
0.46338,0.25817,0.51618,0.02118,0.61116,0.01982
0.46439,0.26136,0.51715,0.02126,0.61215,0.01983
0.4654,0.26361,0.51815,0.02139,0.61314,0.01982
0.46641,0.26565,0.51917,0.02158,0.61415,0.01986
0.46741,0.26886,0.52018,0.02172,0.61515,0.01988
0.46839,0.27135,0.52117,0.0219,0.61618,0.01986
0.46939,0.27355,0.52214,0.02203,0.61715,0.01986
0.4704,0.27586,0.52318,0.0222,0.61815,0.01986
0.4714,0.27921,0.52417,0.02236,0.61916,0.01984
0.47239,0.28156,0.52518,0.02259,0.62015,0.01982
0.47339,0.28364,0.52617,0.02269,0.62116,0.01979
0.47439,0.28654,0.52716,0.02283,0.62216,0.0198
0.47541,0.28987,0.52816,0.02298,0.62316,0.01977
0.47639,0.29197,0.52918,0.02315,0.62417,0.0197
0.4774,0.29427,0.53017,0.02329,0.62516,0.01975
0.4784,0.29803,0.53117,0.02345,0.62616,0.01969
0.47942,0.30047,0.53216,0.02359,0.62715,0.01965
0.48041,0.30268,0.53317,0.02386,0.62816,0.0196
0.4814,0.30536,0.53418,0.02392,0.62916,0.01957
0.48241,0.30928,0.53515,0.02407,0.63015,0.01955
0.48341,0.31135,0.53619,0.02421,0.63116,0.01945
0.48439,0.31375,0.53715,0.02436,0.63214,0.01941
0.48539,0.31704,0.53817,0.02452,0.63315,0.0194
0.48638,0.32036,0.53918,0.02465,0.63415,0.01934
0.48741,0.32241,0.54018,0.0248,0.63517,0.01926
0.4884,0.32507,0.54118,0.02494,0.63618,0.01923
0.48939,0.32906,0.54215,0.02509,0.63718,0.01916
0.49038,0.33167,0.54317,0.02537,0.63816,0.01904
0.49139,0.33412,0.54417,0.02541,0.63915,0.01903
0.49241,0.33722,0.54517,0.02555,0.64017,0.01898
0.49338,0.34097,0.54615,0.0257,0.64117,0.01886
0.4944,0.34359,0.54716,0.02582,0.64216,0.01885
0.49538,0.34568,0.54817,0.02597,0.64316,0.01876
0.49639,0.34983,0.54917,0.02611,0.64417,0.01871
0.49737,0.35304,0.55017,0.02626,0.64515,0.01859
0.49837,0.35528,0.55115,0.02639,0.64616,0.01851
0.49937,0.35848,0.55216,0.02661,0.64716,0.01851
0.50039,0.36254,0.55316,0.02668,0.64817,0.01836
0.50139,0.36537,0.55419,0.02683,0.64916,0.01832
0.5024,0.36771,0.55519,0.02697,0.65017,0.01822
0.5034,0.37138,0.55616,0.02708,0.65118,0.01817
0.5044,0.37546,0.55717,0.02722,0.65216,0.01808
0.50539,0.37772,0.55816,0.02736,0.65316,0.01795
0.50639,0.38053,0.55917,0.02749,0.65417,0.01793
0.50739,0.38504,0.56016,0.02761,0.65516,0.01782
0.5084,0.38827,0.56116,0.02775,0.65616,0.01771
0.5094,0.39053,0.56216,0.02799,0.65718,0.01766
0.5104,0.39432,0.56316,0.02803,0.65818,0.01755
0.5114,0.39849,0.56416,0.02815,0.65916,0.01752
0.51239,0.40102,0.56517,0.02828,0.66017,0.01736
0.51338,0.40379,0.56616,0.0284,0.66116,0.01728
0.51438,0.40807,0.56718,0.02855,0.66216,0.01726
0.51537,0.412,0.56816,0.02865,0.66315,0.01711
0.5164,0.41462,0.56918,0.02878,0.66415,0.01703
0.51738,0.41782,0.57017,0.02889,0.66517,0.0164
0.51839,0.42274,0.57117,0.02904,0.66615,0.01686
0.51939,0.42554,0.57216,0.02915,0.66715,0.01692
0.52038,0.42823,0.57316,0.02936,0.66816,0.01671
0.52139,0.43267,0.57416,0.02939,0.66916,0.01666
0.52238,0.43656,0.57516,0.02954,0.67015,0.01657
0.52339,0.43948,0.57616,0.02965,0.67116,0.01649
0.52439,0.44272,0.57716,0.02974,0.67215,0.01642
0.52539,0.44748,0.57816,0.02988,0.67315,0.01639
0.52638,0.45128,0.57917,0.03,0.67415,0.0163
0.52738,0.45341,0.58015,0.03009,0.67516,0.01622
0.5284,0.45771,0.58116,0.03021,0.67616,0.01616
0.52938,0.46236,0.58216,0.03031,0.67713,0.01611
0.53039,0.46518,0.58315,0.03043,0.67814,0.01602
0.53139,0.46849,0.58417,0.03067,0.67915,0.016
0.53237,0.47347,0.58514,0.03065,0.68014,0.01593
0.53338,0.47754,0.58618,0.03077,0.68114,0.01588
0.53436,0.48024,0.58715,0.03087,0.68213,0.01581
0.53538,0.48419,0.58817,0.03099,0.68313,0.01576
0.53638,0.48924,0.58914,0.03107,0.68414,0.01572
0.53738,0.49219,0.59015,0.03119,0.68514,0.0157
0.53837,0.49512,0.59115,0.03129,0.68615,0.01565
0.53938,0.50007,0.59215,0.0314,0.68713,0.01494
0.54039,0.50471,0.59317,0.03147,0.68814,0.01578
0.54139,0.50766,0.59415,0.03159,0.68915,0.0155
0.54236,0.51112,0.59515,0.03167,0.69015,0.01545
0.54339,0.51698,0.59613,0.03179,0.69115,0.01542
0.54438,0.52017,0.59716,0.03187,0.69215,0.01538
0.54538,0.52344,0.59817,0.03209,0.69313,0.01531
0.54637,0.52777,0.59913,0.03208,0.69415,0.01532
0.54736,0.53306,0.60013,0.03217,0.69513,0.01527
0.54838,0.53629,0.60113,0.03226,0.69614,0.01526
0.54938,0.53918,0.60216,0.03234,0.69715,0.0152
0.55037,0.54537,0.60313,0.03242,0.69814,0.01516
0.55137,0.54908,0.60415,0.03252,0.69914,0.01514
0.55239,0.55194,0.60515,0.03262,0.70014,0.01511
0.55337,0.55632,0.60613,0.03267,0.70114,0.01504
0.55438,0.56183,0.60714,0.03276,0.70215,0.01505
0.5554,0.56532,0.60813,0.03286,0.70315,0.01503
0.55638,0.56826,0.60914,0.03293,0.70413,0.01498
0.55737,0.57428,0.61015,0.03301,0.70513,0.01497
0.55837,0.57871,0.61113,0.03309,0.70614,0.01491
0.55939,0.58167,0.61215,0.03331,0.70712,0.01493
0.56037,0.58581,0.61313,0.03329,0.70813,0.01487
0.56137,0.59164,0.6141,0.03334,0.70914,0.01482
0.56238,0.59528,0.61513,0.03341,0.71011,0.01482
0.56338,0.59827,0.61612,0.03349,0.71114,0.01484
0.56438,0.60348,0.61714,0.03358,0.71212,0.01477
0.56537,0.60896,0.61813,0.03363,0.71314,0.01474
0.56638,0.61192,0.61911,0.03371,0.71414,0.0147
0.56738,0.61515,0.62012,0.03377,0.71514,0.0147
0.56837,0.62156,0.62115,0.03387,0.71612,0.01464
0.5694,0.62572,0.62214,0.03391,0.71712,0.01467
0.57038,0.62869,0.62314,0.03397,0.71813,0.01464
0.57138,0.63299,0.62413,0.03406,0.71915,0.01461
