Ar,sat,pCO2(atm),0.1,pCO2(atm),0.2,pCO2(atm),0.3,pCO2(atm),0.5,pCO2(atm),0.6,pCO2(atm),1
pH,9.3,pH,7.76,pH,7.41,pH,7.29,pH,7.08,pH,7,pH,6.81
E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2)
-0.204,-0.00171,-0.09346,-0.0019,0.18366,0.00106,0.15196,5.36E-04,0.27557,0.05435,0.20552,0.03236,-1.12654,-4.05314
-0.208,-0.00169,-0.09747,-0.0019,0.17887,7.60E-04,0.14798,6.81E-04,0.27156,0.05359,0.20152,0.03181,-1.12746,-4.03356
-0.21202,-0.00168,-0.10146,-0.0019,0.17412,3.91E-04,0.14399,7.87E-04,0.26757,0.0528,0.1975,0.03119,-1.12824,-4.0245
-0.21602,-0.00167,-0.10546,-0.00189,0.17013,1.56E-04,0.13997,8.86E-04,0.2636,0.05184,0.19349,0.03084,-1.12911,-4.03414
-0.22003,-0.00165,-0.10946,-0.00188,0.16613,-1.09E-04,0.13598,9.54E-04,0.2596,0.05101,0.18953,0.03042,-1.13006,-4.04901
-0.22403,-0.00163,-0.11349,-0.00187,0.16213,-1.83E-04,0.13197,9.96E-04,0.25559,0.05004,0.18554,0.03,-1.13103,-4.0356
-0.22802,-0.00162,-0.11749,-0.00186,0.15811,-2.57E-04,0.12797,0.00104,0.25158,0.04916,0.18155,0.02943,-1.13202,-4.03679
-0.23205,-0.0016,-0.12147,-0.00186,0.15411,-2.42E-04,0.12397,0.00106,0.24759,0.04822,0.17752,0.02901,-1.13292,-4.05187
-0.23603,-0.00159,-0.12544,-0.00185,0.15013,-1.85E-04,0.11995,0.00107,0.24358,0.04717,0.17353,0.0285,-1.13379,-4.0573
-0.24001,-0.00158,-0.12943,-0.00183,0.14614,-7.94E-05,0.11596,0.00107,0.2396,0.04626,0.16953,0.02794,-1.13457,-4.04717
-0.244,-0.00157,-0.13345,-0.00182,0.14214,7.76E-05,0.11197,0.00105,0.23557,0.04516,0.16552,0.02723,-1.13541,-4.05429
-0.24799,-0.00155,-0.13745,-0.00181,0.13813,2.23E-04,0.10799,0.00103,0.23157,0.04423,0.16153,0.02671,-1.13637,-4.07269
-0.25202,-0.00155,-0.14145,-0.0018,0.13413,3.75E-04,0.104,9.79E-04,0.22758,0.04315,0.15751,0.02608,-1.13738,-4.07899
-0.25601,-0.00153,-0.14544,-0.00178,0.13013,5.03E-04,0.09997,9.44E-04,0.2236,0.04224,0.15351,0.02531,-1.13828,-4.07474
-0.26001,-0.00153,-0.14944,-0.00177,0.12613,6.24E-04,0.09598,8.69E-04,0.2196,0.04119,0.14953,0.02471,-1.13914,-4.08662
-0.26401,-0.00152,-0.15347,-0.00176,0.12212,7.24E-04,0.09196,7.87E-04,0.21558,0.04034,0.14554,0.02403,-1.14006,-4.09832
-0.26802,-0.00151,-0.15746,-0.00175,0.11813,8.05E-04,0.08796,7.09E-04,0.21159,0.03942,0.14154,0.02325,-1.14092,-4.08316
-0.27203,-0.0015,-0.16145,-0.00173,0.11412,8.63E-04,0.08397,6.15E-04,0.20759,0.03865,0.13753,0.02263,-1.14173,-4.07531
-0.27602,-0.0015,-0.16542,-0.00172,0.11016,9.11E-04,0.07995,5.04E-04,0.20359,0.03794,0.13353,0.02186,-1.14263,-4.08089
-0.28001,-0.00149,-0.16943,-0.0017,0.10617,9.47E-04,0.07597,4.05E-04,0.19959,0.03719,0.12953,0.02118,-1.14358,-4.0827
-0.284,-0.00149,-0.17344,-0.00169,0.10215,9.84E-04,0.07198,2.98E-04,0.19557,0.03661,0.12553,0.02048,-1.14446,-4.05575
-0.288,-0.00148,-0.17744,-0.00168,0.09814,9.94E-04,0.06799,1.89E-04,0.19156,0.03605,0.12152,0.01968,-1.14546,-4.04998
-0.29202,-0.00148,-0.18144,-0.00166,0.09414,9.80E-04,0.06399,7.81E-05,0.1876,0.03549,0.11751,0.01901,-1.1464,-4.06416
-0.296,-0.00147,-0.18544,-0.00166,0.09015,9.62E-04,0.05997,-1.21E-04,0.18361,0.03484,0.11352,0.01829,-1.14719,-4.07547
-0.30001,-0.00147,-0.18943,-0.00163,0.08615,9.20E-04,0.05599,-1.51E-04,0.1796,0.03435,0.10956,0.01746,-1.14804,-4.07103
-0.30401,-0.00147,-0.19345,-0.00162,0.08214,8.71E-04,0.05198,-2.57E-04,0.17559,0.03379,0.10556,0.0168,-1.14893,-4.08902
-0.30802,-0.00147,-0.19744,-0.00161,0.07813,7.73E-04,0.04798,-3.53E-04,0.1716,0.03321,0.10155,0.016,-1.14986,-4.11474
-0.31203,-0.00147,-0.20141,-0.0016,0.07414,7.18E-04,0.04397,-4.70E-04,0.1676,0.03248,0.09753,0.01532,-1.1508,-4.1182
-0.31603,-0.00147,-0.2054,-0.00158,0.07016,6.20E-04,0.03997,-5.67E-04,0.1636,0.03193,0.09353,0.01461,-1.15177,-4.11572
-0.32001,-0.00147,-0.20942,-0.00157,0.06618,5.47E-04,0.03597,-6.72E-04,0.15958,0.03127,0.08953,0.01381,-1.15268,-4.12342
-0.32399,-0.00147,-0.21343,-0.00156,0.06215,4.45E-04,0.03197,-7.78E-04,0.15557,0.03045,0.08553,0.01317,-1.15355,-4.13125
-0.32802,-0.00147,-0.21743,-0.00155,0.05816,3.44E-04,0.02797,-8.74E-04,0.15157,0.02984,0.08152,0.01246,-1.15436,-4.10496
-0.33202,-0.00148,-0.22144,-0.00153,0.05416,2.49E-04,0.02395,-9.72E-04,0.1476,0.02915,0.07751,0.01169,-1.15527,-4.08279
-0.33602,-0.00148,-0.22543,-0.00153,0.05015,1.48E-04,0.01996,-0.00106,0.1436,0.02829,0.07352,0.01108,-1.15615,-4.07508
-0.34003,-0.00149,-0.22944,-0.00151,0.04616,5.00E-05,0.01596,-0.00116,0.13959,0.02764,0.06954,0.01042,-1.15696,-4.08795
-0.34402,-0.00149,-0.23344,-0.0015,0.04213,-4.87E-05,0.01196,-0.00125,0.13559,0.02687,0.06479,0.00955,-1.15797,-4.08185
-0.34803,-0.0015,-0.23743,-0.00149,0.03814,-1.50E-04,0.00797,-0.00132,0.13158,0.02608,0.05999,0.00878,-1.15892,-4.0796
-0.35203,-0.0015,-0.24141,-0.00148,0.03414,-2.50E-04,0.00395,-0.00142,0.12758,0.02536,0.056,0.00806,-1.15973,-4.08466
-0.35601,-0.00152,-0.2454,-0.00147,0.03015,-3.61E-04,-6.04E-05,-0.0015,0.12359,0.02449,0.052,0.00752,-1.16057,-4.09663
-0.36,-0.00152,-0.24942,-0.00146,0.02614,-4.55E-04,-0.00479,-0.00161,0.11957,0.02377,0.04799,0.00693,-1.1614,-4.09766
-0.36399,-0.00153,-0.25342,-0.00145,0.02212,-5.55E-04,-0.00954,-0.00168,0.11556,0.02302,0.044,0.00628,-1.16218,-4.11589
-0.36801,-0.00154,-0.25743,-0.00144,0.01813,-6.61E-04,-0.01355,-0.00175,0.11158,0.02212,0.03999,0.00577,-1.16313,-4.13473
-0.37201,-0.00156,-0.26142,-0.00144,0.01413,-7.56E-04,-0.01755,-0.0018,0.10761,0.02139,0.036,0.00524,-1.16407,-4.14248
-0.37601,-0.00156,-0.26541,-0.00143,0.01014,-8.49E-04,-0.02155,-0.00186,0.10361,0.0206,0.032,0.00471,-1.16502,-4.12679
-0.38002,-0.00158,-0.26943,-0.00142,0.00613,-9.50E-04,-0.02556,-0.00191,0.09958,0.01971,0.028,0.00413,-1.16598,-4.13196
-0.38401,-0.00159,-0.27342,-0.00141,0.00209,-0.00104,-0.02955,-0.00196,0.0956,0.01897,0.02397,0.00371,-1.16683,-4.1386
-0.38804,-0.00161,-0.27742,-0.00141,-0.00189,-0.00112,-0.03357,-0.002,0.09158,0.0181,0.01998,0.00326,-1.16776,-4.11834
-0.39203,-0.00162,-0.2814,-0.0014,-0.00587,-0.00121,-0.03758,-0.00203,0.08757,0.01737,0.01598,0.00282,-1.1685,-4.10267
-0.39601,-0.00164,-0.28539,-0.0014,-0.00988,-0.00137,-0.04157,-0.00206,0.08359,0.0166,0.01198,0.00233,-1.16938,-4.10428
-0.39999,-0.00166,-0.28942,-0.00139,-0.01388,-0.00137,-0.04553,-0.00209,0.07957,0.01572,0.00799,0.002,-1.17038,-4.11724
-0.404,-0.00168,-0.29341,-0.00138,-0.01789,-0.00144,-0.04953,-0.00212,0.07557,0.01503,0.00397,0.00163,-1.17119,-4.1093
-0.40803,-0.00169,-0.29742,-0.00138,-0.02189,-0.00152,-0.05354,-0.00214,0.07159,0.01428,-3.58E-05,0.00128,-1.17201,-4.10634
-0.41202,-0.00171,-0.30141,-0.00138,-0.02589,-0.00157,-0.05754,-0.00216,0.06759,0.01344,-0.00403,9.52E-04,-1.17287,-4.11722
-0.41602,-0.00174,-0.30541,-0.00137,-0.02988,-0.00163,-0.06154,-0.00218,0.0636,0.01277,-0.00878,5.92E-04,-1.17369,-4.1223
-0.42004,-0.00176,-0.30943,-0.00137,-0.0339,-0.00169,-0.06555,-0.00219,0.05958,0.01204,-0.01353,2.58E-04,-1.17431,-4.11174
-0.42404,-0.00178,-0.31342,-0.00137,-0.0379,-0.00174,-0.06954,-0.0022,0.05559,0.01121,-0.01754,1.59E-05,-1.175,-4.10697
-0.42805,-0.00181,-0.31743,-0.00137,-0.04188,-0.00178,-0.07356,-0.00221,0.05158,0.01061,-0.02154,-2.30E-04,-1.17566,-4.116
-0.43205,-0.00183,-0.3214,-0.00136,-0.04585,-0.00183,-0.07757,-0.00222,0.04759,0.00991,-0.02554,-4.48E-04,-1.17611,-4.12504
-0.43602,-0.00186,-0.3254,-0.00137,-0.04985,-0.00186,-0.08156,-0.00221,0.04283,0.00902,-0.02954,-6.53E-04,-1.17648,-4.13158
-0.44,-0.00188,-0.32941,-0.00136,-0.05387,-0.0019,-0.08553,-0.00221,0.03804,0.00822,-0.03356,-8.37E-04,-1.17707,-4.13226
-0.44401,-0.00191,-0.33341,-0.00136,-0.05788,-0.00192,-0.08953,-0.00221,0.03404,0.00751,-0.03757,-0.00101,-1.17744,-4.12631
-0.44803,-0.00197,-0.3374,-0.00136,-0.06261,-0.00198,-0.09355,-0.00221,0.03004,0.00695,-0.04156,-0.00122,-1.17793,-4.12304
-0.45201,-0.00199,-0.34139,-0.00137,-0.06736,-0.002,-0.09755,-0.00221,0.02603,0.00636,-0.04553,-0.00129,-1.1785,-4.1301
-0.45602,-0.00202,-0.34539,-0.00136,-0.07136,-0.00203,-0.10155,-0.00221,0.02202,0.00572,-0.04953,-0.00144,-1.17901,-4.14392
-0.46002,-0.00206,-0.34942,-0.00137,-0.07539,-0.00204,-0.10556,-0.0022,0.01802,0.0052,-0.05354,-0.00154,-1.17945,-4.15682
-0.46404,-0.0021,-0.3534,-0.00137,-0.07938,-0.00205,-0.10955,-0.0022,0.01403,0.00468,-0.05755,-0.00165,-1.17998,-4.16675
-0.46804,-0.00215,-0.35738,-0.00137,-0.08336,-0.00206,-0.11357,-0.00218,0.01003,0.00418,-0.06156,-0.00174,-1.18043,-4.16235
-0.47049,-0.00217,-0.36137,-0.00137,-0.08734,-0.00207,-0.11757,-0.00217,0.00603,0.00365,-0.06554,-0.00182,-1.1808,-4.15016
,,-0.36538,-0.00138,-0.09135,-0.00208,-0.12155,-0.00216,0.002,0.0032,-0.06953,-0.00189,-1.18125,-4.1365
,,-0.36939,-0.00138,-0.09536,-0.00208,-0.12553,-0.00216,-0.00199,0.00278,-0.0743,-0.00198,-1.18169,-4.12979
,,-0.37338,-0.00139,-0.09936,-0.00209,-0.12953,-0.00214,-0.00597,0.00237,-0.07904,-0.00205,-1.18207,-4.12827
,,-0.37738,-0.00139,-0.10336,-0.00209,-0.13355,-0.00213,-0.00997,0.00198,-0.08303,-0.0021,-1.18262,-4.13152
,,-0.38018,-0.00139,-0.10736,-0.00208,-0.13755,-0.00212,-0.01397,0.0016,-0.08701,-0.00214,-1.18328,-4.13277
,,,,-0.11136,-0.00208,-0.14153,-0.00211,-0.01798,0.00124,-0.09101,-0.00217,-1.18372,-4.12221
,,,,-0.11538,-0.00208,-0.14554,-0.00209,-0.02198,9.40E-04,-0.09502,-0.0022,-1.18414,-4.10657
,,,,-0.11938,-0.00207,-0.14953,-0.00209,-0.02674,6.73E-04,-0.09902,-0.00222,-1.18456,-4.0944
,,,,-0.12335,-0.00207,-0.15357,-0.00208,-0.03148,3.01E-04,-0.10303,-0.00225,-1.18506,-4.093
,,,,-0.12734,-0.00206,-0.15756,-0.00206,-0.0355,5.44E-05,-0.10702,-0.00226,-1.18582,-4.09838
,,,,-0.13135,-0.00205,-0.16155,-0.00205,-0.03951,-1.75E-04,-0.11103,-0.00227,-1.18638,-4.10874
,,,,-0.13537,-0.00205,-0.16553,-0.00204,-0.04348,-3.81E-04,-0.11505,-0.00228,-1.18681,-4.11602
,,,,-0.13935,-0.00203,-0.16953,-0.00203,-0.04746,-6.34E-04,-0.11904,-0.00229,-1.18726,-4.11512
,,,,-0.14336,-0.00202,-0.17354,-0.00202,-0.05147,-7.54E-04,-0.12303,-0.0023,-1.18775,-4.10894
,,,,-0.14734,-0.00202,-0.17754,-0.002,-0.05549,-9.04E-04,-0.12701,-0.00229,-1.18819,-4.10888
,,,,-0.15137,-0.002,-0.18154,-0.00199,-0.05948,-0.00105,-0.13101,-0.0023,-1.18855,-4.1153
,,,,-0.15537,-0.00199,-0.18552,-0.00198,-0.06348,-0.00117,-0.13503,-0.0023,-1.18894,-4.12523
,,,,-0.15937,-0.00198,-0.18955,-0.00197,-0.06748,-0.0013,-0.13902,-0.0023,-1.18916,-4.13117
,,,,-0.16334,-0.00197,-0.19356,-0.00196,-0.07148,-0.0014,-0.14303,-0.0023,-1.18952,-4.14595
,,,,-0.16733,-0.00196,-0.19754,-0.00194,-0.07551,-0.00149,-0.14703,-0.00229,-1.19004,-4.16071
,,,,-0.17135,-0.00195,-0.20152,-0.00193,-0.07949,-0.00157,-0.15103,-0.00228,-1.19049,-4.16012
,,,,-0.17536,-0.00194,-0.20551,-0.00192,-0.08347,-0.00164,-0.15505,-0.00228,-1.19087,-4.15512
,,,,-0.17936,-0.00192,-0.20951,-0.00191,-0.08746,-0.00171,-0.15904,-0.00227,-1.19028,-4.13295
,,,,-0.18337,-0.00191,-0.21354,-0.00191,-0.09146,-0.00176,-0.16301,-0.00226,-1.1893,-4.10051
,,,,-0.18736,-0.0019,-0.21753,-0.00189,-0.09548,-0.00181,-0.167,-0.00226,-1.18828,-4.08148
,,,,-0.19137,-0.00189,-0.22154,-0.00189,-0.09947,-0.00185,-0.17102,-0.00225,-1.1873,-4.03924
,,,,-0.19537,-0.00188,-0.22554,-0.00188,-0.10348,-0.00188,-0.17503,-0.00224,-1.18628,-3.99822
,,,,-0.19935,-0.00187,-0.22955,-0.00187,-0.10748,-0.00191,-0.17903,-0.00223,-1.1853,-3.97027
,,,,-0.20334,-0.00186,-0.23356,-0.00186,-0.11149,-0.00193,-0.18302,-0.00222,-1.18429,-3.93235
,,,,-0.20733,-0.00184,-0.23754,-0.00186,-0.11551,-0.00195,-0.18703,-0.00221,-1.18331,-3.89515
,,,,-0.21135,-0.00183,-0.24152,-0.00185,-0.12024,-0.00199,-0.19104,-0.0022,-1.18231,-3.8775
,,,,-0.21535,-0.00183,-0.24552,-0.00184,-0.12497,-0.00201,-0.19505,-0.00218,-1.18129,-3.85521
,,,,-0.21936,-0.00181,-0.24953,-0.00184,-0.12895,-0.00202,-0.19903,-0.00218,-1.18029,-3.82214
,,,,-0.22336,-0.00181,-0.25353,-0.00183,-0.13297,-0.00202,-0.20301,-0.00221,-1.1793,-3.81324
,,,,-0.22735,-0.00179,-0.25754,-0.00183,-0.13697,-0.00203,-0.207,-0.00216,-1.17828,-3.79699
,,,,-0.23138,-0.00179,-0.26153,-0.00183,-0.14097,-0.00207,-0.21102,-0.00215,-1.1773,-3.75553
,,,,-0.23537,-0.00178,-0.26554,-0.00182,-0.14496,-0.00202,-0.21503,-0.00215,-1.17629,-3.73071
,,,,-0.23937,-0.00177,-0.26956,-0.00182,-0.14895,-0.00202,-0.21903,-0.00213,-1.1753,-3.7202
,,,,-0.24334,-0.00176,-0.27355,-0.00181,-0.15298,-0.00202,-0.22302,-0.00213,-1.17429,-3.69573
,,,,-0.24734,-0.00175,-0.27754,-0.00182,-0.15698,-0.00201,-0.22703,-0.00213,-1.17329,-3.66886
,,,,-0.25136,-0.00175,-0.28154,-0.00181,-0.16096,-0.002,-0.23105,-0.00212,-1.17228,-3.65656
,,,,-0.25535,-0.00177,-0.28553,-0.00184,-0.16495,-0.002,-0.23505,-0.00211,-1.1713,-3.62675
,,,,-0.25935,-0.00174,-0.28955,-0.00181,-0.16895,-0.00198,-0.23903,-0.00211,-1.17028,-3.58866
,,,,-0.26335,-0.00173,-0.29354,-0.00181,-0.17297,-0.00198,-0.24302,-0.0021,-1.1693,-3.57438
,,,,-0.26735,-0.00173,-0.29754,-0.00181,-0.17697,-0.00197,-0.24701,-0.0021,-1.1683,-3.55356
,,,,-0.27137,-0.00173,-0.30154,-0.00182,-0.18098,-0.00196,-0.25103,-0.00209,-1.1673,-3.51216
,,,,-0.27537,-0.00172,-0.30553,-0.00182,-0.18498,-0.00195,-0.25502,-0.00209,-1.16628,-3.49017
,,,,-0.27935,-0.00172,-0.30956,-0.00183,-0.18898,-0.00193,-0.25902,-0.00209,-1.16531,-3.48303
,,,,-0.28334,-0.00171,-0.31356,-0.00183,-0.193,-0.00192,-0.26302,-0.00209,-1.16427,-3.46206
,,,,-0.28735,-0.00172,-0.31756,-0.00183,-0.19698,-0.00191,-0.26701,-0.00208,-1.1633,-3.44269
,,,,-0.29136,-0.00171,-0.32154,-0.00184,-0.20096,-0.00191,-0.27104,-0.00208,-1.16229,-3.43277
,,,,-0.29535,-0.00171,-0.32554,-0.00184,-0.20494,-0.00189,-0.27502,-0.00208,-1.16128,-3.41195
,,,,-0.29935,-0.00171,-0.32956,-0.00184,-0.20894,-0.00188,-0.27901,-0.00208,-1.16029,-3.37995
,,,,-0.30336,-0.00172,-0.33355,-0.00185,-0.21296,-0.00188,-0.28301,-0.00207,-1.15929,-3.36537
,,,,-0.30737,-0.00172,-0.33756,-0.00186,-0.21695,-0.00186,-0.28701,-0.00208,-1.15829,-3.35118
,,,,-0.31138,-0.00172,-0.34156,-0.00186,-0.22096,-0.00186,-0.29102,-0.00208,-1.15729,-3.31497
,,,,-0.31539,-0.00172,-0.34556,-0.00186,-0.22495,-0.00185,-0.29502,-0.00209,-1.15632,-3.29446
,,,,-0.31936,-0.00172,-0.34926,-0.00187,-0.22898,-0.00184,-0.29903,-0.00208,-1.15528,-3.28411
,,,,-0.32336,-0.00173,,,-0.23299,-0.00184,-0.30302,-0.00209,-1.1543,-3.2537
,,,,-0.32737,-0.00173,,,-0.23697,-0.00183,-0.30704,-0.00209,-1.15331,-3.23029
,,,,-0.33137,-0.00173,,,-0.24095,-0.00183,-0.31105,-0.00209,-1.15231,-3.22275
,,,,-0.33537,-0.00174,,,-0.24494,-0.00182,-0.31504,-0.0021,-1.15129,-3.20493
,,,,-0.33937,-0.00174,,,-0.24896,-0.00182,-0.31903,-0.0021,-1.15032,-3.18129
,,,,-0.34336,-0.00174,,,-0.25297,-0.00181,-0.32301,-0.0021,-1.1493,-3.16707
,,,,-0.34737,-0.00175,,,-0.25696,-0.0018,-0.32703,-0.0021,-1.14832,-3.15752
,,,,-0.35138,-0.00175,,,-0.26097,-0.0018,-0.33,-0.00211,-1.14731,-3.12346
,,,,-0.35537,-0.00176,,,-0.26497,-0.00179,,,-1.14631,-3.09593
,,,,-0.35915,-0.00176,,,-0.26899,-0.00179,,,-1.1453,-3.08152
,,,,,,,,-0.27298,-0.00178,,,-1.1443,-3.05984
,,,,,,,,-0.27698,-0.00178,,,-1.14329,-3.04527
,,,,,,,,-0.28097,-0.00178,,,-1.1423,-3.03899
,,,,,,,,-0.28496,-0.00178,,,-1.1413,-3.03064
,,,,,,,,-0.28897,-0.00178,,,-1.1403,-3.0031
,,,,,,,,-0.29297,-0.00178,,,-1.13929,-2.98538
,,,,,,,,-0.29697,-0.00178,,,-1.13832,-2.96623
,,,,,,,,-0.30097,-0.00178,,,-1.13729,-2.93319
,,,,,,,,-0.30497,-0.00178,,,-1.1363,-2.91898
,,,,,,,,-0.30899,-0.00178,,,-1.13529,-2.91267
,,,,,,,,-0.31298,-0.00179,,,-1.1343,-2.89391
,,,,,,,,-0.31697,-0.00179,,,-1.13328,-2.87158
,,,,,,,,-0.32096,-0.00179,,,-1.13228,-2.86256
,,,,,,,,-0.32495,-0.0018,,,-1.1313,-2.84719
,,,,,,,,-0.32898,-0.00181,,,-1.13031,-2.82282
,,,,,,,,-0.33297,-0.00182,,,-1.12931,-2.81231
,,,,,,,,-0.33697,-0.00182,,,-1.12828,-2.80412
,,,,,,,,-0.33998,-0.00183,,,-1.12731,-2.78046
,,,,,,,,,,,,-1.12632,-2.76426
,,,,,,,,,,,,-1.12529,-2.75038
,,,,,,,,,,,,-1.12431,-2.72398
,,,,,,,,,,,,-1.12329,-2.70454
,,,,,,,,,,,,-1.12229,-2.69447
,,,,,,,,,,,,-1.12132,-2.6805
,,,,,,,,,,,,-1.1203,-2.6536
,,,,,,,,,,,,-1.11931,-2.64481
,,,,,,,,,,,,-1.11829,-2.63387
,,,,,,,,,,,,-1.11732,-2.61231
,,,,,,,,,,,,-1.1163,-2.60109
,,,,,,,,,,,,-1.1153,-2.59163
,,,,,,,,,,,,-1.11431,-2.57501
,,,,,,,,,,,,-1.11329,-2.556
,,,,,,,,,,,,-1.11232,-2.54667
,,,,,,,,,,,,-1.11132,-2.52916
,,,,,,,,,,,,-1.11032,-2.50817
,,,,,,,,,,,,-1.10932,-2.49977
,,,,,,,,,,,,-1.1083,-2.4921
,,,,,,,,,,,,-1.10731,-2.46603
,,,,,,,,,,,,-1.10633,-2.4497
,,,,,,,,,,,,-1.10531,-2.43859
,,,,,,,,,,,,-1.10432,-2.41818
,,,,,,,,,,,,-1.10331,-2.40814
,,,,,,,,,,,,-1.1023,-2.4041
,,,,,,,,,,,,-1.10131,-2.39901
,,,,,,,,,,,,-1.10031,-2.37629
,,,,,,,,,,,,-1.09931,-2.36052
,,,,,,,,,,,,-1.09832,-2.34654
,,,,,,,,,,,,-1.0973,-2.32543
,,,,,,,,,,,,-1.0963,-2.31153
,,,,,,,,,,,,-1.0953,-2.30298
,,,,,,,,,,,,-1.0943,-2.28845
,,,,,,,,,,,,-1.0933,-2.26896
,,,,,,,,,,,,-1.09231,-2.2577
,,,,,,,,,,,,-1.09131,-2.24952
,,,,,,,,,,,,-1.09029,-2.22739
,,,,,,,,,,,,-1.08929,-2.21103
,,,,,,,,,,,,-1.08829,-2.20532
,,,,,,,,,,,,-1.08728,-2.19432
,,,,,,,,,,,,-1.08629,-2.18361
,,,,,,,,,,,,-1.08527,-2.17454
,,,,,,,,,,,,-1.0843,-2.16231
,,,,,,,,,,,,-1.0833,-2.14016
,,,,,,,,,,,,-1.08229,-2.12741
,,,,,,,,,,,,-1.08128,-2.11848
,,,,,,,,,,,,-1.08032,-2.09949
,,,,,,,,,,,,-1.07928,-2.08322
,,,,,,,,,,,,-1.07829,-2.07435
,,,,,,,,,,,,-1.07729,-2.06458
,,,,,,,,,,,,-1.07628,-2.05225
,,,,,,,,,,,,-1.07531,-2.04525
,,,,,,,,,,,,-1.07433,-2.0383
,,,,,,,,,,,,-1.0733,-2.02184
,,,,,,,,,,,,-1.07232,-2.01136
,,,,,,,,,,,,-1.07131,-2.00237
,,,,,,,,,,,,-1.07031,-1.98423
,,,,,,,,,,,,-1.06932,-1.96806
,,,,,,,,,,,,-1.06832,-1.95806
,,,,,,,,,,,,-1.06733,-1.94516
,,,,,,,,,,,,-1.06631,-1.92646
,,,,,,,,,,,,-1.0653,-1.91869
,,,,,,,,,,,,-1.06431,-1.91329
,,,,,,,,,,,,-1.06331,-1.89756
,,,,,,,,,,,,-1.06229,-1.88664
,,,,,,,,,,,,-1.0613,-1.88031
,,,,,,,,,,,,-1.06031,-1.87172
,,,,,,,,,,,,-1.05929,-1.85439
,,,,,,,,,,,,-1.05831,-1.84269
,,,,,,,,,,,,-1.0573,-1.83227
,,,,,,,,,,,,-1.05632,-1.81363
,,,,,,,,,,,,-1.0553,-1.80288
,,,,,,,,,,,,-1.05431,-1.797
,,,,,,,,,,,,-1.0533,-1.78465
,,,,,,,,,,,,-1.05231,-1.76891
,,,,,,,,,,,,-1.05129,-1.75988
,,,,,,,,,,,,-1.05029,-1.75435
,,,,,,,,,,,,-1.0493,-1.73829
,,,,,,,,,,,,-1.0483,-1.72512
,,,,,,,,,,,,-1.0473,-1.71576
,,,,,,,,,,,,-1.0463,-1.70205
,,,,,,,,,,,,-1.04532,-1.69253
,,,,,,,,,,,,-1.04432,-1.68401
,,,,,,,,,,,,-1.0433,-1.67536
,,,,,,,,,,,,-1.04231,-1.65717
,,,,,,,,,,,,-1.04131,-1.64422
,,,,,,,,,,,,-1.0403,-1.63471
,,,,,,,,,,,,-1.03929,-1.62
,,,,,,,,,,,,-1.0383,-1.61131
,,,,,,,,,,,,-1.03728,-1.60313
,,,,,,,,,,,,-1.03631,-1.58695
,,,,,,,,,,,,-1.03529,-1.57291
,,,,,,,,,,,,-1.03432,-1.5657
,,,,,,,,,,,,-1.0333,-1.55674
,,,,,,,,,,,,-1.03229,-1.54089
,,,,,,,,,,,,-1.03129,-1.53069
,,,,,,,,,,,,-1.03032,-1.52233
,,,,,,,,,,,,-1.02931,-1.50682
,,,,,,,,,,,,-1.02829,-1.49588
,,,,,,,,,,,,-1.02731,-1.4889
,,,,,,,,,,,,-1.02632,-1.47775
,,,,,,,,,,,,-1.02531,-1.46274
,,,,,,,,,,,,-1.02432,-1.4544
,,,,,,,,,,,,-1.02331,-1.44162
,,,,,,,,,,,,-1.02229,-1.42344
,,,,,,,,,,,,-1.02132,-1.41092
,,,,,,,,,,,,-1.0203,-1.40466
,,,,,,,,,,,,-1.0193,-1.39164
,,,,,,,,,,,,-1.01831,-1.38161
,,,,,,,,,,,,-1.01731,-1.37482
,,,,,,,,,,,,-1.01631,-1.36152
,,,,,,,,,,,,-1.01531,-1.3481
,,,,,,,,,,,,-1.01431,-1.33799
,,,,,,,,,,,,-1.01331,-1.32836
,,,,,,,,,,,,-1.01231,-1.31271
,,,,,,,,,,,,-1.01129,-1.30314
,,,,,,,,,,,,-1.0103,-1.29562
,,,,,,,,,,,,-1.0093,-1.28024
,,,,,,,,,,,,-1.00831,-1.26825
,,,,,,,,,,,,-1.0073,-1.25885
,,,,,,,,,,,,-1.00631,-1.2485
,,,,,,,,,,,,-1.00531,-1.2342
,,,,,,,,,,,,-1.0043,-1.22347
,,,,,,,,,,,,-1.0033,-1.21387
,,,,,,,,,,,,-1.00231,-1.20099
,,,,,,,,,,,,-1.00132,-1.19106
,,,,,,,,,,,,-1.00031,-1.18079
,,,,,,,,,,,,-0.99932,-1.16376
,,,,,,,,,,,,-0.99831,-1.15164
,,,,,,,,,,,,-0.99731,-1.14321
,,,,,,,,,,,,-0.99632,-1.13193
,,,,,,,,,,,,-0.99531,-1.11904
,,,,,,,,,,,,-0.99431,-1.11015
,,,,,,,,,,,,-0.9933,-1.09884
,,,,,,,,,,,,-0.99231,-1.08342
,,,,,,,,,,,,-0.9913,-1.07372
,,,,,,,,,,,,-0.99031,-1.06201
,,,,,,,,,,,,-0.98931,-1.0456
,,,,,,,,,,,,-0.9883,-1.03388
,,,,,,,,,,,,-0.98732,-1.02771
