Ar,sat,pCO2(atm),0.1,pCO2(atm),0.2,pCO2(atm),0.3,pCO2(atm),0.5,pCO2(atm),0.6,pCO2(atm),1
pH,9.3,pH,7.76,pH,7.41,pH,7.29,pH,7.08,pH,7,pH,6.81
E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2)
,,,,,,,,,,,,-0.98628,-1.01789
,,,,,,,,,,,,-0.9853,-1.00641
,,,,,,,,,,,,-0.98432,-0.99766
,,,,,,,,,,,,-0.98331,-0.9864
,,,,,,,,,,,,-0.98232,-0.97227
,,,,,,,,,,,,-0.98129,-0.96176
,,,,,,,,,,,,-0.98031,-0.95182
,,,,,,,,,,,,-0.97932,-0.93782
,,,,,,,,,,,,-0.9783,-0.92725
,,,,,,,,,,,,-0.9773,-0.91857
,,,,,,,,,,,,-0.97632,-0.9063
,,,,,,,,,,,,-0.97381,-0.87796
,,,,,,,,,,,,-0.9728,-0.86347
,,,,,,,,,,,,-0.9718,-0.85321
,,,,,,,,,,,,-0.97082,-0.84379
,,,,,,,,,,,,-0.96981,-0.83184
,,,,,,,,,,,,-0.96882,-0.8216
,,,,,,,,,,,,-0.9678,-0.81325
,,,,,,,,,,,,-0.96683,-0.79967
,,,,,,,,,,,,-0.96579,-0.78681
,,,,,,,,,,,,-0.9648,-0.7784
,,,,,,,,,,,,-0.9638,-0.76772
,,,,,,,,,,,,-0.96279,-0.75383
,,,,,,,,,,,,-0.96179,-0.74371
,,,,,,,,,,,,-0.96078,-0.73466
,,,,,,,,,,,,-0.95979,-0.72218
,,,,,,,,,,,,-0.95881,-0.71304
,,,,,,,,,,,,-0.95779,-0.70451
,,,,,,,,,,,,-0.9568,-0.6893
,,,,,,,,,,,,-0.95582,-0.67521
,,,,,,,,,,,,-0.95479,-0.66554
,,,,,,,,,,,,-0.95381,-0.6596
,,,,,,,,,,,,-0.95282,-0.64729
,,,,,,,,,,,,-0.95179,-0.6358
,,,,,,,,,,,,-0.9508,-0.62688
,,,,,,,,,,,,-0.94981,-0.61661
,,,,,,,,,,,,-0.94882,-0.60727
,,,,,,,,,,,,-0.9478,-0.59764
,,,,,,,,,,,,-0.94681,-0.58908
,,,,,,,,,,,,-0.94581,-0.57764
,,,,,,,,,,,,-0.94481,-0.56802
,,,,,,,,,,,,-0.94381,-0.55774
,,,,,,,,,,,,-0.94281,-0.54627
,,,,,,,,,,,,-0.94179,-0.53742
,,,,,,,,,,,,-0.94083,-0.52957
,,,,,,,,,,,,-0.93981,-0.5196
,,,,,,,,,,,,-0.9388,-0.51004
,,,,,,,,,,,,-0.93781,-0.50218
,,,,,,,,,,,,-0.93679,-0.49357
,,,,,,,,,,,,-0.93577,-0.48338
,,,,,,,,,,,,-0.93479,-0.47435
,,,,,,,,,,,,-0.93379,-0.46546
,,,,,,,,,,,,-0.93282,-0.45464
,,,,,,,,,,,,-0.93181,-0.44547
,,,,,,,,,,,,-0.93082,-0.4374
,,,,,,,,,,,,-0.9298,-0.4281
,,,,,,,,,,,,-0.92883,-0.41818
,,,,,,,,,,,,-0.92783,-0.41011
,,,,,,,,,,,,-0.92681,-0.40292
,,,,,,,,,,,,-0.92582,-0.39408
,,,,,,,,,,,,-0.92481,-0.38633
,,,,,,,,,,,,-0.9238,-0.37918
,,,,,,,,,,,,-0.92282,-0.37076
,,,,,,,,,,,,-0.92183,-0.36254
,,,,,,,,,,,,-0.92081,-0.35501
,,,,,,,,,,,,-0.91982,-0.34779
,,,,,,,,,,,,-0.91882,-0.33936
,,,,,,,,,,,,-0.91782,-0.33188
,,,,,,,,,,,,-0.91682,-0.32485
,,,,,,,,,,,,-0.91583,-0.31681
,,,,,,,,,,,,-0.91485,-0.309
,,,,,,,,,,,,-0.91381,-0.30187
,,,,,,,,,,,,-0.91281,-0.29528
,,,,,,,,,,,,-0.91179,-0.28797
,,,,,,,,,,,,-0.91082,-0.28149
,,,,,,,,,,,,-0.9098,-0.27493
,,,,,,,,,,,,-0.90881,-0.26793
,,,,,,,,,,,,-0.90782,-0.2619
,,,,,,,,,,,,-0.90679,-0.25558
,,,,,,,,,,,,-0.90581,-0.24861
,,,,,,,,,,,,-0.9048,-0.24164
,,,,,,,,,,,,-0.90381,-0.23542
,,,,,,,,,,,,-0.90282,-0.22911
,,,,,,,,,,,,-0.90182,-0.22276
,,,,,,,,,,,,-0.90084,-0.2174
,,,,,,,,,,,,-0.89983,-0.21208
,,,,,,,,,,,,-0.89882,-0.20607
,,,,,,,,,,,,-0.89782,-0.20068
,,,,,,,,,,,,-0.89681,-0.19553
,,,,,,,,,,,,-0.89582,-0.19001
,,,,,,,,,,,,-0.89484,-0.18471
,,,,,,,,,,,,-0.89382,-0.17964
,,,,,,,,,,,,-0.89283,-0.17454
,,,,,,,,,,,,-0.89183,-0.16931
,,,,,,,,,,,,-0.89083,-0.16454
,,,,,,,,,,,,-0.88981,-0.16002
,,,,,,,,,,,,-0.88881,-0.15515
,,,,,,,,,,,,-0.8878,-0.15061
,,,,,,,,,,,,-0.88683,-0.14645
,,,,,,,,,,,,-0.88581,-0.14211
,,,,,,,,,,,,-0.88481,-0.13775
,,,,,,,,,,,,-0.88381,-0.13374
,,,,,,,,,,,,-0.88283,-0.12975
,,,,,,,,,,,,-0.88184,-0.12561
,,,,,,,,,,,,-0.88082,-0.12193
,,,,,,,,,,,,-0.87982,-0.11827
,,,,,,,,,,,,-0.87884,-0.1145
,,,,,,,,,,,,-0.87783,-0.11102
,,,,,,,,,,,,-0.87685,-0.10754
,,,,,,,,,,,,-0.87583,-0.10395
,,,,,,,,,,,,-0.87485,-0.10061
,,,,,,,,,,,,-0.87384,-0.09751
,,,,,,,,,,,,-0.87283,-0.09441
,,,,,,,,,,,,-0.87184,-0.09129
,,,,,,,,,,,,-0.87082,-0.08851
,,,,,,,,,,,,-0.86983,-0.08575
,,,,,,,,,,,,-0.8681,-0.08091
,,,,,,,,,,,,-0.86633,-0.07603
,,,,,,,,,,,,-0.86531,-0.07337
,,,,,,,,,,,,-0.8643,-0.07087
,,,,,,,,,,,,-0.86331,-0.06862
,,,,,,,,,,,,-0.86233,-0.06619
,,,,,,,,,,,,-0.8613,-0.06406
,,,,,,,,,,,,-0.86032,-0.06198
,,,,,,,,,,,,-0.8593,-0.05987
,,,,,,,,,,,,-0.85832,-0.05788
,,,,,,,,,,,,-0.85731,-0.056
,,,,,,,,,,,,-0.8563,-0.05413
,,,,,,,,,,,,-0.8553,-0.05227
,,,,,,,,,,,,-0.8543,-0.05048
,,,,,,,,,,,,-0.8533,-0.04877
,,,,,,,,,,,,-0.85232,-0.04708
,,,,,,,,,,,,-0.8513,-0.04545
,,,,,,,,,,,,-0.85032,-0.04391
,,,,,,,,,,,,-0.84933,-0.04247
,,,,,,,,,,,,-0.84831,-0.04103
,,,,,,,,,,,,-0.84729,-0.0396
,,,,,,,,,,,,-0.84629,-0.03824
,,,,,,,,,,,,-0.84531,-0.03696
,,,,,,,,,,,,-0.8443,-0.03573
,,,,,,,,,,,,-0.8433,-0.03462
,,,,,,,,,,,,-0.8423,-0.03337
,,,,,,,,,,,,-0.84131,-0.03218
,,,,,,,,,,,,-0.84033,-0.0311
,,,,,,,,,,,,-0.83933,-0.0301
,,,,,,,,,,,,-0.83833,-0.02896
,,,,,,,,,,,,-0.83732,-0.02807
,,,,,,,,,,,,-0.83631,-0.02714
,,,,,,,,,,,,-0.83533,-0.02613
,,,,,,,,,,,,-0.83434,-0.02537
,,,,,,,,,,,,-0.83332,-0.02442
,,,,,,,,,,,,-0.83233,-0.0237
,,,,,,,,,,,,-0.83131,-0.0228
,,,,,,,,,,,,-0.8303,-0.02216
,,,,,,,,,,,,-0.8293,-0.02128
,,,,,,,,,,,,-0.82831,-0.02069
,,,,,,,,,,,,-0.82732,-0.01996
,,,,,,,,,,,,-0.82631,-0.01936
,,,,,,,,,,,,-0.82533,-0.01873
,,,,,,,,,,,,-0.82433,-0.01804
,,,,,,,,,,,,-0.82332,-0.01752
,,,,,,,,,,,,-0.82234,-0.01688
,,,,,,,,,,,,-0.82131,-0.01639
,,,,,,,,,,,,-0.82033,-0.01591
,,,,,,,,,,,,-0.81932,-0.01534
,,,,,,,,,,,,-0.8183,-0.01489
,,,,,,,,,,,,-0.81732,-0.01445
,,,,,,,,,,,,-0.81633,-0.01404
,,,,,,,,,,,,-0.81531,-0.01346
,,,,,,,,,,,,-0.8143,-0.01317
,,,,,,,,,,,,-0.8133,-0.01278
,,,,,,,,,,,,-0.8123,-0.01239
,,,,,,,,,,,,-0.81131,-0.01189
,,,,,,,,,,,,-0.8103,-0.01163
,,,,,,,,,,,,-0.8093,-0.01131
,,,,,,,,,,,,-0.80832,-0.01098
,,,,,,,,,,,,-0.80731,-0.01066
,,,,,,,,,,,,-0.80631,-0.01037
,,,,,,,,,,,,-0.80531,-0.01009
,,,,,,,,,,,,-0.80431,-0.00983
,,,,,,,,,,,,-0.80332,-0.00955
,,,,,,,,,,,,-0.80154,-0.00878
,,,,,,,,,,,,-0.79979,-0.00865
,,,,,,,,,,,,-0.79879,-0.00843
,,,,,,,,,,,,-0.79779,-0.00821
,,,,,,,,,,,,-0.79678,-0.008
,,,,,,,,,,,,-0.7958,-0.00781
,,,,,,,,,,,,-0.79479,-0.0075
,,,,,,,,,,,,-0.79379,-0.00743
,,,,,,,,,,,,-0.7928,-0.00727
,,,,,,,,,,,,-0.79179,-0.00709
,,,,,,,,,,,,-0.79078,-0.00692
,,,,,,,,,,,,-0.78979,-0.00676
,,,,,,,,,,,,-0.78878,-0.0066
,,,,,,,,,,,,-0.78779,-0.00645
,,,,,,,,,,,,-0.78681,-0.00631
,,,,,,,,,,,,-0.78579,-0.00606
,,,,,,,,,,,,-0.78478,-0.00601
,,,,,,,,,,,,-0.78378,-0.00589
,,,,,,,,,,,,-0.78279,-0.00577
,,,,,,,,,,,,-0.78179,-0.00565
,,,,,,,,,,,,-0.78078,-0.00551
,,,,,,,,,,,,-0.77978,-0.00541
,,,,,,,,,,,,-0.77875,-0.0053
,,,,,,,,,,,,-0.77777,-0.00519
,,,,,,,,,,,,-0.77678,-0.00507
,,,,,,,,,,,,-0.77576,-0.005
,,,,,,,,,,,,-0.77476,-0.00488
,,,,,,,,,,,,-0.77378,-0.0048
,,,,,,,,,,,,-0.77277,-0.00459
,,,,,,,,,,,,-0.77178,-0.00463
,,,,,,,,,,,,-0.77076,-0.00454
,,,,,,,,,,,,-0.76978,-0.00447
,,,,,,,,,,,,-0.76877,-0.00438
,,,,,,,,,,,,-0.76779,-0.00431
,,,,,,,,,,,,-0.76679,-0.00422
,,,,,,,,,,,,-0.76577,-0.00416
,,,,,,,,,,,,-0.76478,-0.00409
,,,,,,,,,,,,-0.76378,-0.00401
,,,,,,,,,,,,-0.7628,-0.00396
,,,,,,,,,,,,-0.76179,-0.00389
,,,,,,,,,,,,-0.76078,-0.00383
,,,,,,,,,,,,-0.75977,-0.00376
,,,,,,,,,,,,-0.75878,-0.00369
,,,,,,,,,,,,-0.75779,-0.00363
,,,,,,,,,,,,-0.75677,-0.00358
,,,,,,,,,,,,-0.75577,-0.00352
,,,,,,,,,,,,-0.75478,-0.00347
,,,,,,,,,,,,-0.75378,-0.00342
,,,,,,,,,,,,-0.7528,-0.00338
,,,,,,,,,,,,-0.75176,-0.00321
,,,,,,,,,,,,-0.75079,-0.00329
,,,,,,,,,,,,-0.74978,-0.00324
,,,,,,,,,,,,-0.74877,-0.0032
,,,,,,,,,,,,-0.74776,-0.00312
,,,,,,,,,,,,-0.74679,-0.00311
,,,,,,,,,,,,-0.74578,-0.00307
,,,,,,,,,,,,-0.74479,-0.00302
,,,,,,,,,,,,-0.74381,-0.00298
,,,,,,,,,,,,-0.74278,-0.00293
,,,,,,,,,,,,-0.7418,-0.0029
,,,,,,,,,,,,-0.74078,-0.00285
,,,,,,,,,,,,-0.73979,-0.00281
,,,,,,,,,,,,-0.73881,-0.00279
,,,,,,,,,,,,-0.73779,-0.00273
,,,,,,,,,,,,-0.73679,-0.00271
,,,,,,,,,,,,-0.73579,-0.00268
,,,,,,,,,,,,-0.73479,-0.00264
,,,,,,,,,,,,-0.7338,-0.0026
,,,,,,,,,,,,-0.73279,-0.00257
,,,,,,,,,,,,-0.73179,-0.00255
,,,,,,,,,,,,-0.73081,-0.00252
,,,,,,,,,,,,-0.7298,-0.00248
,,,,,,,,,,,,-0.72879,-0.00246
,,,,,,,,,,,,-0.72779,-0.00242
,,,,,,,,,,,,-0.7268,-0.00239
,,,,,,,,,,,,-0.72579,-0.00237
,,,,,,,,,,,,-0.7248,-0.00235
,,,,,,,,,,,,-0.7238,-0.00232
,,,,,,,,,,,,-0.72279,-0.0023
,,,,,,,,,,,,-0.72178,-0.00226
,,,,,,,,,,,,-0.72078,-0.00225
,,,,,,,,,,,,-0.71981,-0.00223
,,,,,,,,,,,,-0.71879,-0.00221
,,,,,,,,,,,,-0.71779,-0.00218
,,,,,,,,,,,,-0.71678,-0.00216
,,,,,,,,,,,,-0.71581,-0.00213
,,,,,,,,,,,,-0.7148,-0.00211
,,,,,,,,,,,,-0.71379,-0.00197
,,,,,,,,,,,,-0.71279,-0.00208
,,,,,,,,,,,,-0.7118,-0.00206
,,,,,,,,,,,,-0.71081,-0.00204
,,,,,,,,,,,,-0.70979,-0.00202
,,,,,,,,,,,,-0.70877,-0.002
,,,,,,,,,,,,-0.70778,-0.00199
,,,,,,,,,,,,-0.7068,-0.00197
,,,,,,,,,,,,-0.70579,-0.00196
,,,,,,,,,,,,-0.70479,-0.00194
,,,,,,,,,,,,-0.70379,-0.00191
,,,,,,,,,,,,-0.70277,-0.0019
,,,,,,,,,,,,-0.70177,-0.00189
,,,,,,,,,,,,-0.70079,-0.00187
,,,,,,,,,,,,-0.69978,-0.00185
,,,,,,,,,,,,-0.69879,-0.00184
,,,,,,,,,,,,-0.69778,-0.00181
,,,,,,,,,,,,-0.69676,-0.0018
,,,,,,,,,,,,-0.69578,-0.00178
,,,,,,,,,,,,-0.69477,-0.00177
,,,,,,,,,,,,-0.69378,-0.00175
,,,,,,,,,,,,-0.69277,-0.00173
,,,,,,,,,,,,-0.69177,-0.00173
,,,,,,,,,,,,-0.69078,-0.00171
,,,,,,,,,,,,-0.68979,-0.00171
,,,,,,,,,,,,-0.68879,-0.00169
,,,,,,,,,,,,-0.68778,-0.00169
,,,,,,,,,,,,-0.68679,-0.00167
,,,,,,,,,,,,-0.68579,-0.00165
,,,,,,,,,,,,-0.68479,-0.00163
,,,,,,,,,,,,-0.68378,-0.00164
,,,,,,,,,,,,-0.68279,-0.00163
,,,,,,,,,,,,-0.68178,-0.00161
,,,,,,,,,,,,-0.68078,-0.00161
,,,,,,,,,,,,-0.67977,-0.0016
,,,,,,,,,,,,-0.67879,-0.00159
,,,,,,,,,,,,-0.67778,-0.00158
,,,,,,,,,,,,-0.67678,-0.00155
,,,,,,,,,,,,-0.67578,-0.00154
,,,,,,,,,,,,-0.67478,-0.00153
,,,,,,,,,,,,-0.67376,-0.00151
,,,,,,,,,,,,-0.67278,-0.00149
,,,,,,,,,,,,-0.6718,-0.00148
,,,,,,,,,,,,-0.67079,-0.00147
,,,,,,,,,,,,-0.66978,-0.00146
,,,,,,,,,,,,-0.66878,-0.00143
,,,,,,,,,,,,-0.66778,-0.00141
,,,,,,,,,,,,-0.66679,-0.00141
,,,,,,,,,,,,-0.6658,-0.00139
,,,,,,,,,,,,-0.6648,-0.00137
,,,,,,,,,,,,-0.66378,-0.00137
,,,,,,,,,,,,-0.66279,-0.00136
,,,,,,,,,,,,-0.6618,-0.00136
,,,,,,,,,,,,-0.66079,-0.00133
,,,,,,,,,,,,-0.65978,-0.00132
,,,,,,,,,,,,-0.6588,-0.0013
,,,,,,,,,,,,-0.65781,-0.00128
,,,,,,,,,,,,-0.65679,-0.00126
,,,,,,,,,,,,-0.65579,-0.00126
,,,,,,,,,,,,-0.65478,-0.00123
,,,,,,,,,,,,-0.65378,-0.00123
,,,,,,,,,,,,-0.65278,-0.00122
,,,,,,,,,,,,-0.65179,-0.00122
,,,,,,,,,,,,-0.65079,-0.00121
,,,,,,,,,,,,-0.64979,-0.00121
,,,,,,,,,,,,-0.64878,-0.0012
,,,,,,,,,,,,-0.6478,-0.0012
,,,,,,,,,,,,-0.64682,-0.00117
,,,,,,,,,,,,-0.64579,-0.00116
,,,,,,,,,,,,-0.64479,-0.00116
,,,,,,,,,,,,-0.64379,-0.00114
,,,,,,,,,,,,-0.6428,-0.00113
,,,,,,,,,,,,-0.64179,-0.00112
,,,,,,,,,,,,-0.63995,-0.0011
,,,,,,,,,,,,-0.63845,-0.00133
,,,,,,,,,,,,-0.63722,-8.08E-04
,,,,,,,,,,,,-0.6363,-0.00125
,,,,,,,,,,,,-0.63531,-9.20E-04
,,,,,,,,,,,,-0.63354,-0.0011
,,,,,,,,,,,,-0.6318,-9.75E-04
,,,,,,,,,,,,-0.6308,-9.77E-04
,,,,,,,,,,,,-0.62981,-9.69E-04
,,,,,,,,,,,,-0.6288,-9.43E-04
,,,,,,,,,,,,-0.62782,-9.55E-04
,,,,,,,,,,,,-0.6268,-9.36E-04
,,,,,,,,,,,,-0.6258,-9.38E-04
,,,,,,,,,,,,-0.62478,-9.15E-04
,,,,,,,,,,,,-0.6238,-9.19E-04
,,,,,,,,,,,,-0.62197,-0.00106
,,,,,,,,,,,,-0.62041,-0.00111
,,,,,,,,,,,,-0.61922,-6.72E-04
,,,,,,,,,,,,-0.6183,-0.00105
,,,,,,,,,,,,-0.61731,-7.95E-04
,,,,,,,,,,,,-0.61627,-8.81E-04
,,,,,,,,,,,,-0.6153,-8.57E-04
,,,,,,,,,,,,-0.61427,-8.00E-04
,,,,,,,,,,,,-0.61329,-8.62E-04
,,,,,,,,,,,,-0.61228,-8.18E-04
,,,,,,,,,,,,-0.61129,-8.12E-04
,,,,,,,,,,,,-0.61028,-7.98E-04
,,,,,,,,,,,,-0.60928,-7.91E-04
,,,,,,,,,,,,-0.60829,-7.75E-04
,,,,,,,,,,,,-0.60729,-7.71E-04
,,,,,,,,,,,,-0.60629,-7.73E-04
,,,,,,,,,,,,-0.60526,-7.51E-04
,,,,,,,,,,,,-0.6043,-7.81E-04
,,,,,,,,,,,,-0.60328,-7.36E-04
,,,,,,,,,,,,-0.6023,-7.79E-04
,,,,,,,,,,,,-0.6013,-7.34E-04
,,,,,,,,,,,,-0.60027,-7.32E-04
,,,,,,,,,,,,-0.59929,-7.37E-04
,,,,,,,,,,,,-0.59829,-6.94E-04
,,,,,,,,,,,,-0.5973,-7.10E-04
,,,,,,,,,,,,-0.59629,-6.80E-04
,,,,,,,,,,,,-0.59529,-6.76E-04
,,,,,,,,,,,,-0.59427,-6.52E-04
,,,,,,,,,,,,-0.59327,-6.59E-04
,,,,,,,,,,,,-0.59231,-6.37E-04
,,,,,,,,,,,,-0.59128,-6.38E-04
,,,,,,,,,,,,-0.59027,-6.29E-04
,,,,,,,,,,,,-0.58928,-6.37E-04
,,,,,,,,,,,,-0.58829,-6.38E-04
,,,,,,,,,,,,-0.58729,-6.12E-04
,,,,,,,,,,,,-0.58629,-5.94E-04
,,,,,,,,,,,,-0.58529,-6.05E-04
,,,,,,,,,,,,-0.58429,-5.84E-04
,,,,,,,,,,,,-0.58328,-5.79E-04
,,,,,,,,,,,,-0.5823,-5.75E-04
,,,,,,,,,,,,-0.58128,-5.41E-04
,,,,,,,,,,,,-0.58027,-5.50E-04
,,,,,,,,,,,,-0.57927,-5.40E-04
,,,,,,,,,,,,-0.57826,-5.44E-04
,,,,,,,,,,,,-0.57728,-5.38E-04
,,,,,,,,,,,,-0.57625,-5.12E-04
,,,,,,,,,,,,-0.57528,-5.11E-04
,,,,,,,,,,,,-0.57428,-5.08E-04
,,,,,,,,,,,,-0.57327,-4.92E-04
,,,,,,,,,,,,-0.57228,-4.85E-04
,,,,,,,,,,,,-0.57129,-4.57E-04
,,,,,,,,,,,,-0.57029,-4.68E-04
,,,,,,,,,,,,-0.56929,-4.59E-04
,,,,,,,,,,,,-0.56829,-4.41E-04
,,,,,,,,,,,,-0.56731,-4.71E-04
,,,,,,,,,,,,-0.5663,-4.34E-04
,,,,,,,,,,,,-0.56527,-4.50E-04
,,,,,,,,,,,,-0.56429,-4.34E-04
,,,,,,,,,,,,-0.56328,-4.10E-04
,,,,,,,,,,,,-0.56228,-4.17E-04
,,,,,,,,,,,,-0.5613,-4.25E-04
,,,,,,,,,,,,-0.56029,-4.02E-04
,,,,,,,,,,,,-0.55929,-4.19E-04
,,,,,,,,,,,,-0.55829,-3.94E-04
,,,,,,,,,,,,-0.55728,-3.94E-04
,,,,,,,,,,,,-0.55628,-3.82E-04
,,,,,,,,,,,,-0.55528,-3.61E-04
,,,,,,,,,,,,-0.55431,-3.77E-04
,,,,,,,,,,,,-0.55329,-3.30E-04
,,,,,,,,,,,,-0.55229,-3.44E-04
,,,,,,,,,,,,-0.55129,-3.10E-04
,,,,,,,,,,,,-0.55028,-3.10E-04
,,,,,,,,,,,,-0.54929,-3.19E-04
,,,,,,,,,,,,-0.54828,-2.85E-04
,,,,,,,,,,,,-0.54727,-2.89E-04
,,,,,,,,,,,,-0.54627,-2.95E-04
,,,,,,,,,,,,-0.54528,-2.75E-04
,,,,,,,,,,,,-0.54427,-9.44E-05
,,,,,,,,,,,,-0.54325,-3.57E-04
,,,,,,,,,,,,-0.5423,-2.39E-04
,,,,,,,,,,,,-0.54124,-2.49E-04
,,,,,,,,,,,,-0.5403,-2.75E-04
,,,,,,,,,,,,-0.53927,-2.12E-04
,,,,,,,,,,,,-0.53828,-2.48E-04
,,,,,,,,,,,,-0.53727,-2.30E-04
,,,,,,,,,,,,-0.53627,-2.02E-04
,,,,,,,,,,,,-0.53527,-2.10E-04
,,,,,,,,,,,,-0.53429,-2.01E-04
,,,,,,,,,,,,-0.53329,-1.87E-04
,,,,,,,,,,,,-0.53231,-1.89E-04
,,,,,,,,,,,,-0.53128,-1.57E-04
,,,,,,,,,,,,-0.53029,-1.54E-04
,,,,,,,,,,,,-0.5293,-1.50E-04
,,,,,,,,,,,,-0.52828,-1.22E-04
,,,,,,,,,,,,-0.5273,-1.39E-04
,,,,,,,,,,,,-0.52629,-1.10E-04
,,,,,,,,,,,,-0.5253,-9.36E-05
,,,,,,,,,,,,-0.52432,-7.67E-05
,,,,,,,,,,,,-0.52329,-7.01E-05
,,,,,,,,,,,,-0.5223,-6.73E-05
,,,,,,,,,,,,-0.52056,-3.87E-05
,,,,,,,,,,,,-0.51878,-9.18E-06
,,,,,,,,,,,,-0.51776,-7.96E-06
,,,,,,,,,,,,-0.51677,-1.15E-05
,,,,,,,,,,,,-0.51608,1.81E-06
,,,,,,,,,,,,-0.51581,5.37E-06
,,,,,,,,,,,,-0.51527,1.42E-05
,,,,,,,,,,,,-0.51428,1.38E-05
,,,,,,,,,,,,-0.51328,1.23E-05
,,,,,,,,,,,,-0.51228,2.49E-05
,,,,,,,,,,,,-0.51179,6.02E-06
,,,,,,,,,,,,-0.51165,1.97E-06
,,,,,,,,,,,,-0.5114,2.33E-06
,,,,,,,,,,,,-0.51112,7.06E-06
,,,,,,,,,,,,-0.51059,2.78E-05
,,,,,,,,,,,,-0.50958,2.87E-05
,,,,,,,,,,,,-0.50861,2.49E-05
,,,,,,,,,,,,-0.5076,6.80E-05
,,,,,,,,,,,,-0.50658,6.21E-05
,,,,,,,,,,,,-0.50562,6.48E-05
,,,,,,,,,,,,-0.50461,9.95E-05
,,,,,,,,,,,,-0.50359,8.01E-05
,,,,,,,,,,,,-0.5026,9.79E-05
,,,,,,,,,,,,-0.50159,1.12E-04
,,,,,,,,,,,,-0.50061,1.00E-04
,,,,,,,,,,,,-0.49961,1.20E-04
,,,,,,,,,,,,-0.49858,1.34E-04
,,,,,,,,,,,,-0.49758,1.19E-04
,,,,,,,,,,,,-0.49659,1.62E-04
,,,,,,,,,,,,-0.49559,1.68E-04
,,,,,,,,,,,,-0.49452,1.98E-04
,,,,,,,,,,,,-0.4935,2.03E-04
,,,,,,,,,,,,-0.49249,2.08E-04
,,,,,,,,,,,,-0.4915,2.29E-04
,,,,,,,,,,,,-0.49051,2.09E-04
,,,,,,,,,,,,-0.48949,2.60E-04
,,,,,,,,,,,,-0.48848,2.28E-04
,,,,,,,,,,,,-0.4875,2.63E-04
,,,,,,,,,,,,-0.48652,2.59E-04
,,,,,,,,,,,,-0.4855,2.55E-04
,,,,,,,,,,,,-0.48447,2.83E-04
,,,,,,,,,,,,-0.48351,2.67E-04
,,,,,,,,,,,,-0.48249,3.09E-04
,,,,,,,,,,,,-0.48149,2.97E-04
,,,,,,,,,,,,-0.48051,3.16E-04
,,,,,,,,,,,,-0.47949,3.22E-04
,,,,,,,,,,,,-0.47849,3.25E-04
,,,,,,,,,,,,-0.47749,3.45E-04
,,,,,,,,,,,,-0.4765,3.44E-04
,,,,,,,,,,,,-0.4755,3.60E-04
,,,,,,,,,,,,-0.4745,3.72E-04
,,,,,,,,,,,,-0.47347,3.79E-04
,,,,,,,,,,,,-0.47247,3.74E-04
,,,,,,,,,,,,-0.47149,3.77E-04
,,,,,,,,,,,,-0.47047,4.30E-04
,,,,,,,,,,,,-0.46946,4.07E-04
,,,,,,,,,,,,-0.4685,4.19E-04
,,,,,,,,,,,,-0.46749,4.56E-04
,,,,,,,,,,,,-0.46648,4.44E-04
,,,,,,,,,,,,-0.4655,4.37E-04
,,,,,,,,,,,,-0.46448,4.83E-04
,,,,,,,,,,,,-0.46347,4.70E-04
,,,,,,,,,,,,-0.46249,4.80E-04
,,,,,,,,,,,,-0.4615,4.90E-04
,,,,,,,,,,,,-0.46049,5.23E-04
,,,,,,,,,,,,-0.45948,5.02E-04
,,,,,,,,,,,,-0.45849,5.24E-04
,,,,,,,,,,,,-0.45747,5.59E-04
,,,,,,,,,,,,-0.45648,5.40E-04
,,,,,,,,,,,,-0.45551,6.09E-04
,,,,,,,,,,,,-0.45442,7.13E-04
,,,,,,,,,,,,-0.45347,4.61E-04
,,,,,,,,,,,,-0.45249,6.37E-04
,,,,,,,,,,,,-0.45147,5.96E-04
,,,,,,,,,,,,-0.45051,5.70E-04
,,,,,,,,,,,,-0.44949,6.31E-04
,,,,,,,,,,,,-0.44848,5.88E-04
,,,,,,,,,,,,-0.44749,6.36E-04
,,,,,,,,,,,,-0.44646,6.31E-04
,,,,,,,,,,,,-0.44548,6.34E-04
,,,,,,,,,,,,-0.44447,6.57E-04
,,,,,,,,,,,,-0.44347,6.53E-04
,,,,,,,,,,,,-0.44249,6.67E-04
,,,,,,,,,,,,-0.44147,6.81E-04
,,,,,,,,,,,,-0.44048,6.86E-04
,,,,,,,,,,,,-0.43947,7.07E-04
,,,,,,,,,,,,-0.43847,7.07E-04
,,,,,,,,,,,,-0.43749,7.14E-04
,,,,,,,,,,,,-0.43648,7.38E-04
,,,,,,,,,,,,-0.43549,7.36E-04
,,,,,,,,,,,,-0.43449,7.48E-04
,,,,,,,,,,,,-0.43346,7.84E-04
,,,,,,,,,,,,-0.43249,7.55E-04
,,,,,,,,,,,,-0.43148,8.05E-04
,,,,,,,,,,,,-0.43047,7.98E-04
,,,,,,,,,,,,-0.42948,8.01E-04
,,,,,,,,,,,,-0.42846,8.19E-04
,,,,,,,,,,,,-0.42748,8.19E-04
,,,,,,,,,,,,-0.42649,8.45E-04
,,,,,,,,,,,,-0.42547,8.29E-04
,,,,,,,,,,,,-0.42446,8.56E-04
,,,,,,,,,,,,-0.42348,8.66E-04
,,,,,,,,,,,,-0.42247,8.80E-04
