Index,Voltage,Concentration
7,-0.7056286851614081,4.136842957233019e-06
7,-0.6962530466825105,2.8002312808181566e-06
7,-0.6868768775921934,1.873641878166574e-06
7,-0.6774997799318919,1.228493721864754e-06
7,-0.6681220190073159,7.939059656360168e-07
7,-0.6587434621656105,5.042163337812577e-07
7,-0.6493645073653403,3.17461172290434e-07
7,-0.6399851546065055,1.981482227938914e-07
7,-0.6306055365419608,1.2296277460230256e-07
7,-0.6212255205188515,7.564548079161802e-08
7,-0.6118451065371775,4.613368875192826e-08
7,-0.6024648252083583,2.821703790046256e-08
7,-0.5930840132681194,1.705974265935082e-08
